id,Song_Name,Artist_Name,Album_Name,Genre,Price,CopyRight,Time,Released
6647,Enchanted ( Instrumental With Background Vocals ) Taylor Swift Taylor Swift Karaoke : Speak Now $ 1.29,None,None,"Country , Music , Rock , Contemporary Country , Honky Tonk",None,"‰ ãÑ 2013 Big Machine Records , LLC .",5:56,5-Feb-13
6648,"Better Than Revenge ( Instrumental With Background Vocals ) Taylor Swift Karaoke : Speak Now ‰ ãÑ 2013 Big Machine Records , LLC .",Taylor Swift,None,"Country , Music , Rock , Contemporary Country , Honky Tonk",$ 1.29,None,3:38,5-Feb-13
6649,"Innocent ( Instrumental With Background Vocals ) $ 1.29 ‰ ãÑ 2013 Big Machine Records , LLC . 5:06 5-Feb-13",Taylor Swift,Taylor Swift Karaoke : Speak Now,"Country , Music , Rock , Contemporary Country , Honky Tonk",None,None,None,None
6650,"Haunted ( Instrumental With Background Vocals ) Taylor Swift Taylor Swift Karaoke : Speak Now Country , Music , Rock , Contemporary Country , Honky Tonk $ 1.29 ‰ ãÑ 2013 Big Machine Records , LLC . 5-Feb-13",None,None,None,None,None,4:06,None
6651,"Last Kiss ( Instrumental With Background Vocals ) Taylor Swift Karaoke : Speak Now Country , Music , Rock , Contemporary Country , Honky Tonk $ 1.29 ‰ ãÑ 2013 Big Machine Records , LLC .",Taylor Swift,None,None,None,None,6:11,5-Feb-13
6652,"Long Live ( Instrumental With Background Vocals ) Taylor Swift Country , Music , Rock , Contemporary Country , Honky Tonk $ 1.29 ‰ ãÑ 2013 Big Machine Records , LLC .",None,Taylor Swift Karaoke : Speak Now,None,None,None,5:17,5-Feb-13
6653,"Blurred Lines ( feat . T.I. & Pharrell Williams ) Robin Thicke Pop , Music ‰ ãÑ 2014 The Recording Academy . Manufactured and Distributed by Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . All Rights Reserved . 4:22",None,2014 GRAMMYå ¨ Nominees,None,Album Only,None,None,17-Jan-14
6654,Retrograde James Blake 2014 GRAMMYå ¨ Nominees Album Only ‰ ãÑ 2014 The Recording Academy . Manufactured and Distributed by Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . All Rights Reserved .,None,None,"Pop , Music",None,None,3:43,17-Jan-14
6655,"Swimming Pools ( Drank ) Kendrick Lamar 2014 GRAMMYå ¨ Nominees Pop , Music ‰ ãÑ 2014 The Recording Academy . Manufactured and Distributed by Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . All Rights Reserved . 17-Jan-14",None,None,None,Album Only,None,4:07,None
6656,Lego House Ed Sheeran 2014 GRAMMYå ¨ Nominees Album Only ‰ ãÑ 2014 The Recording Academy . Manufactured and Distributed by Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . All Rights Reserved . 3:05 17-Jan-14,None,None,"Pop , Music",None,None,None,None
6657,"Mine Would Be You Blake Shelton 2014 GRAMMYå ¨ Nominees Pop , Music Album Only ‰ ãÑ 2014 The Recording Academy . Manufactured and Distributed by Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . All Rights Reserved . 3:59",None,None,None,None,None,None,17-Jan-14
6658,"Merry Go ` Round Kacey Musgraves 2014 GRAMMYå ¨ Nominees Pop , Music ‰ ãÑ 2014 The Recording Academy . Manufactured and Distributed by Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . All Rights Reserved .",None,None,None,Album Only,None,3:28,17-Jan-14
6659,"Highway Do n't Care ( feat . Taylor Swift & Keith Urban ) Pop , Music ‰ ãÑ 2014 The Recording Academy . Manufactured and Distributed by Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . All Rights Reserved . 4:36 17-Jan-14",Tim McGraw,2014 GRAMMYå ¨ Nominees,None,Album Only,None,None,None
6660,Take a Little Ride Jason Aldean ‰ ãÑ 2014 The Recording Academy . Manufactured and Distributed by Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . All Rights Reserved . 3:04 17-Jan-14,None,2014 GRAMMYå ¨ Nominees,"Pop , Music",Album Only,None,None,None
6661,"Mine Taylor Swift Speak Now Country , Music , Rock , Contemporary Country , Honky Tonk $ 1.29 ‰ ãÑ 2010 Big Machine Records , LLC . 3:50",None,None,None,None,None,None,25-Oct-10
6662,"Sparks Fly Taylor Swift Speak Now Country , Music , Rock , Contemporary Country , Honky Tonk 25-Oct-10",None,None,None,$ 1.29,"‰ ãÑ 2010 Big Machine Records , LLC .",4:20,None
6663,"Back to December Taylor Swift Country , Music , Rock , Contemporary Country , Honky Tonk $ 1.29 4:53",None,Speak Now,None,None,"‰ ãÑ 2010 Big Machine Records , LLC .",None,25-Oct-10
6664,Speak Now $ 1.29 4:00 25-Oct-10,Taylor Swift,Speak Now,"Country , Music , Rock , Contemporary Country , Honky Tonk",None,"‰ ãÑ 2010 Big Machine Records , LLC .",None,None
6665,"Dear John Taylor Swift Country , Music , Rock , Contemporary Country , Honky Tonk $ 1.29 25-Oct-10",None,Speak Now,None,None,"‰ ãÑ 2010 Big Machine Records , LLC .",6:43,None
6666,"The Story of Us Taylor Swift Country , Music , Rock , Contemporary Country , Honky Tonk ‰ ãÑ 2010 Big Machine Records , LLC . 4:25 25-Oct-10",None,Speak Now,None,$ 1.29,None,None,None
6667,"Never Grow Up Speak Now Country , Music , Rock , Contemporary Country , Honky Tonk $ 1.29 ‰ ãÑ 2010 Big Machine Records , LLC . 4:50 25-Oct-10",Taylor Swift,None,None,None,None,None,None
6668,"Enchanted Taylor Swift Speak Now Country , Music , Rock , Contemporary Country , Honky Tonk 5:52 25-Oct-10",None,None,None,$ 1.29,"‰ ãÑ 2010 Big Machine Records , LLC .",None,None
6669,"Better Than Revenge Taylor Swift Country , Music , Rock , Contemporary Country , Honky Tonk $ 1.29 ‰ ãÑ 2010 Big Machine Records , LLC . 3:37 25-Oct-10",None,Speak Now,None,None,None,None,None
6670,"Innocent Taylor Swift $ 1.29 ‰ ãÑ 2010 Big Machine Records , LLC . 5:02",None,Speak Now,"Country , Music , Rock , Contemporary Country , Honky Tonk",None,None,None,25-Oct-10
6671,"Haunted Country , Music , Rock , Contemporary Country , Honky Tonk 4:02",Taylor Swift,Speak Now,None,$ 1.29,"‰ ãÑ 2010 Big Machine Records , LLC .",None,25-Oct-10
6672,"Last Kiss ‰ ãÑ 2010 Big Machine Records , LLC . 6:07 25-Oct-10",Taylor Swift,Speak Now,"Country , Music , Rock , Contemporary Country , Honky Tonk",$ 1.29,None,None,None
6673,Long Live Taylor Swift Speak Now $ 1.29,None,None,"Country , Music , Rock , Contemporary Country , Honky Tonk",None,"‰ ãÑ 2010 Big Machine Records , LLC .",5:17,25-Oct-10
6674,"Fearless ( Instrumental With Background Vocals ) Taylor Swift Karaoke : Fearless ( Instrumentals With Background Vocals ) Country , Music ‰ ãÑ 2009 Big Machine Records , LLC 7-Apr-09",Taylor Swift,None,None,$ 0.99,None,4:06,None
6675,"Fifteen ( Instrumental With Background Vocals ) Taylor Swift Taylor Swift Karaoke : Fearless ( Instrumentals With Background Vocals ) Country , Music 4:58",None,None,None,$ 0.99,"‰ ãÑ 2009 Big Machine Records , LLC",None,7-Apr-09
6676,Love Story ( Instrumental With Background Vocals ) Taylor Swift $ 0.99,None,Taylor Swift Karaoke : Fearless ( Instrumentals With Background Vocals ),"Country , Music",None,"‰ ãÑ 2009 Big Machine Records , LLC",3:59,7-Apr-09
6677,"Hey Stephen ( Instrumental With Background Vocals ) Taylor Swift ‰ ãÑ 2009 Big Machine Records , LLC 4:19 7-Apr-09",None,Taylor Swift Karaoke : Fearless ( Instrumentals With Background Vocals ),"Country , Music",$ 0.99,None,None,None
6678,"White Horse ( Instrumental With Background Vocals ) Country , Music $ 0.99 7-Apr-09",Taylor Swift,Taylor Swift Karaoke : Fearless ( Instrumentals With Background Vocals ),None,None,"‰ ãÑ 2009 Big Machine Records , LLC",3:58,None
6679,You Belong With Me ( Instrumental With Background Vocals ) Taylor Swift,None,Taylor Swift Karaoke : Fearless ( Instrumentals With Background Vocals ),"Country , Music",$ 0.99,"‰ ãÑ 2009 Big Machine Records , LLC",3:57,7-Apr-09
6680,"Breathe ( Instrumental Only , No Background Vocals )",Taylor Swift,Taylor Swift Karaoke : Fearless ( Instrumentals With Background Vocals ),"Country , Music",$ 0.99,"‰ ãÑ 2009 Big Machine Records , LLC",4:28,7-Apr-09
6681,"Tell Me Why ( Instrumental With Background Vocals ) Taylor Swift $ 0.99 ‰ ãÑ 2009 Big Machine Records , LLC 3:24 7-Apr-09",None,Taylor Swift Karaoke : Fearless ( Instrumentals With Background Vocals ),"Country , Music",None,None,None,None
6682,"You 're Not Sorry ( Instrumental With Background Vocals ) Taylor Swift Country , Music $ 0.99 ‰ ãÑ 2009 Big Machine Records , LLC",None,Taylor Swift Karaoke : Fearless ( Instrumentals With Background Vocals ),None,None,None,4:24,7-Apr-09
6683,"The Way I Loved You ( Instrumental With Background Vocals ) Country , Music 7-Apr-09",Taylor Swift,Taylor Swift Karaoke : Fearless ( Instrumentals With Background Vocals ),None,$ 0.99,"‰ ãÑ 2009 Big Machine Records , LLC",4:06,None
6684,"Forever & Always ( Instrumental With Background Vocals ) Country , Music ‰ ãÑ 2009 Big Machine Records , LLC 3:48",Taylor Swift,Taylor Swift Karaoke : Fearless ( Instrumentals With Background Vocals ),None,$ 0.99,None,None,7-Apr-09
6685,"The Best Day ( Instrumental With Background Vocals ) $ 0.99 ‰ ãÑ 2009 Big Machine Records , LLC 4:10",Taylor Swift,Taylor Swift Karaoke : Fearless ( Instrumentals With Background Vocals ),"Country , Music",None,None,None,7-Apr-09
6686,"Change ( Instrumental With Background Vocals ) Taylor Swift Country , Music 7-Apr-09",None,Taylor Swift Karaoke : Fearless ( Instrumentals With Background Vocals ),None,$ 0.99,"‰ ãÑ 2009 Big Machine Records , LLC",4:40,None
6687,"You 'll Always Find Your Way Back Home Hannah Montana Hannah Montana : The Movie ( Original Motion Picture Soundtrack ) Soundtrack , Music , Country , Contemporary Country , Pop , Teen Pop , Honky Tonk , Rock 3:44",None,None,None,$ 1.29,‰ ãÑ 2009 Walt Disney Records,None,24-Mar-09
6688,Let 's Get Crazy $ 1.29 2:35,Hannah Montana,Hannah Montana : The Movie ( Original Motion Picture Soundtrack ),"Soundtrack , Music , Country , Contemporary Country , Pop , Teen Pop , Honky Tonk , Rock",None,‰ ãÑ 2009 Walt Disney Records,None,24-Mar-09
6689,The Good Life Hannah Montana Hannah Montana : The Movie ( Original Motion Picture Soundtrack ) 2:58,None,None,"Soundtrack , Music , Country , Contemporary Country , Pop , Teen Pop , Honky Tonk , Rock",$ 1.29,‰ ãÑ 2009 Walt Disney Records,None,24-Mar-09
6690,Everything I Want Steve Rushton Hannah Montana : The Movie ( Original Motion Picture Soundtrack ) ‰ ãÑ 2009 Walt Disney Records 24-Mar-09,None,None,"Soundtrack , Music , Country , Contemporary Country , Pop , Teen Pop , Honky Tonk , Rock",$ 1.29,None,3:51,None
6691,Do n't Walk Away Hannah Montana : The Movie ( Original Motion Picture Soundtrack ) $ 1.29 24-Mar-09,Miley Cyrus,None,"Soundtrack , Music , Country , Contemporary Country , Pop , Teen Pop , Honky Tonk , Rock",None,‰ ãÑ 2009 Walt Disney Records,2:47,None
6692,"Hoedown Throwdown Miley Cyrus Hannah Montana : The Movie ( Original Motion Picture Soundtrack ) Soundtrack , Music , Country , Contemporary Country , Pop , Teen Pop , Honky Tonk , Rock ‰ ãÑ 2009 Walt Disney Records",None,None,None,$ 1.29,None,3:01,24-Mar-09
6693,Dream Miley Cyrus Hannah Montana : The Movie ( Original Motion Picture Soundtrack ) ‰ ãÑ 2009 Walt Disney Records,None,None,"Soundtrack , Music , Country , Contemporary Country , Pop , Teen Pop , Honky Tonk , Rock",$ 1.29,None,3:21,24-Mar-09
6694,The Climb Miley Cyrus Hannah Montana : The Movie ( Original Motion Picture Soundtrack ) 3:56 24-Mar-09,None,None,"Soundtrack , Music , Country , Contemporary Country , Pop , Teen Pop , Honky Tonk , Rock",$ 1.29,‰ ãÑ 2009 Walt Disney Records,None,None
6695,"Butterfly Fly Away Miley Cyrus & Billy Ray Cyrus Hannah Montana : The Movie ( Original Motion Picture Soundtrack ) Soundtrack , Music , Country , Contemporary Country , Pop , Teen Pop , Honky Tonk , Rock $ 1.29",None,None,None,None,‰ ãÑ 2009 Walt Disney Records,3:09,24-Mar-09
6696,"Backwards Hannah Montana : The Movie ( Original Motion Picture Soundtrack ) Soundtrack , Music , Country , Contemporary Country , Pop , Teen Pop , Honky Tonk , Rock $ 1.29 ‰ ãÑ 2009 Walt Disney Records 3:23",Rascal Flatts,None,None,None,None,None,24-Mar-09
6697,"Back to Tennessee Hannah Montana : The Movie ( Original Motion Picture Soundtrack ) Soundtrack , Music , Country , Contemporary Country , Pop , Teen Pop , Honky Tonk , Rock",Billy Ray Cyrus,None,None,$ 1.29,‰ ãÑ 2009 Walt Disney Records,4:15,24-Mar-09
6698,Crazier Taylor Swift Hannah Montana : The Movie ( Original Motion Picture Soundtrack ) ‰ ãÑ 2009 Walt Disney Records 3:11 24-Mar-09,None,None,"Soundtrack , Music , Country , Contemporary Country , Pop , Teen Pop , Honky Tonk , Rock",$ 1.29,None,None,None
6699,"Bless the Broken Road Hannah Montana : The Movie ( Original Motion Picture Soundtrack ) Soundtrack , Music , Country , Contemporary Country , Pop , Teen Pop , Honky Tonk , Rock ‰ ãÑ 2009 Walt Disney Records 24-Mar-09",Rascal Flatts,None,None,$ 1.29,None,3:54,None
6700,Let 's Do This Hannah Montana : The Movie ( Original Motion Picture Soundtrack ) 3:32 24-Mar-09,Hannah Montana,None,"Soundtrack , Music , Country , Contemporary Country , Pop , Teen Pop , Honky Tonk , Rock",$ 1.29,‰ ãÑ 2009 Walt Disney Records,None,None
6701,Spotlight $ 1.29,Hannah Montana,Hannah Montana : The Movie ( Original Motion Picture Soundtrack ),"Soundtrack , Music , Country , Contemporary Country , Pop , Teen Pop , Honky Tonk , Rock",None,‰ ãÑ 2009 Walt Disney Records,3:06,24-Mar-09
6702,"Game Over Steve Rushton Soundtrack , Music , Country , Contemporary Country , Pop , Teen Pop , Honky Tonk , Rock ‰ ãÑ 2009 Walt Disney Records 24-Mar-09",None,Hannah Montana : The Movie ( Original Motion Picture Soundtrack ),None,$ 1.29,None,3:52,None
6703,What 's Not to Like 3:12 24-Mar-09,Hannah Montana,Hannah Montana : The Movie ( Original Motion Picture Soundtrack ),"Soundtrack , Music , Country , Contemporary Country , Pop , Teen Pop , Honky Tonk , Rock",$ 1.29,‰ ãÑ 2009 Walt Disney Records,None,None
6704,The Best of Both Worlds : The 2009 Movie Mix Hannah Montana : The Movie ( Original Motion Picture Soundtrack ) $ 1.29 3:07 24-Mar-09,Hannah Montana,None,"Soundtrack , Music , Country , Contemporary Country , Pop , Teen Pop , Honky Tonk , Rock",None,‰ ãÑ 2009 Walt Disney Records,None,None
6705,"Abraham 's Daughter Arcade Fire The Hunger Games ( Songs from District 12 and Beyond ) Soundtrack , Music $ 1.29 ‰ ãÑ 2012 Universal Republic Records , a division of UMG Recordings , Inc.",None,None,None,None,None,3:22,20-Mar-12
6706,"Tomorrow Will Be Kinder ( From `` The Hunger Games '' ) The Secret Sisters The Hunger Games ( Songs from District 12 and Beyond ) Soundtrack , Music $ 1.29 3:25 20-Mar-12",None,None,None,None,"‰ ãÑ 2012 Universal Republic Records , a division of UMG Recordings , Inc.",None,None
6707,Nothing to Remember Neko Case 2:58 20-Mar-12,None,The Hunger Games ( Songs from District 12 and Beyond ),"Soundtrack , Music",$ 1.29,"‰ ãÑ 2012 Universal Republic Records , a division of UMG Recordings , Inc.",None,None
6708,"Safe & Sound ( feat . The Civil Wars ) [ From `` The Hunger Games '' ] The Hunger Games ( Songs from District 12 and Beyond ) Soundtrack , Music",Taylor Swift,None,None,$ 1.29,"‰ ãÑ 2012 Universal Republic Records , a division of UMG Recordings , Inc.",4:00,20-Mar-12
6709,"The Ruler and the Killer Kid Cudi ‰ ãÑ 2012 Universal Republic Records , a division of UMG Recordings , Inc. 4:33 20-Mar-12",None,The Hunger Games ( Songs from District 12 and Beyond ),"Soundtrack , Music",$ 1.29,None,None,None
6710,"Dark Days Punch Brothers The Hunger Games ( Songs from District 12 and Beyond ) $ 1.29 ‰ ãÑ 2012 Universal Republic Records , a division of UMG Recordings , Inc. 3:53 20-Mar-12",None,None,"Soundtrack , Music",None,None,None,None
6711,"Daughter 's Lament The Carolina Chocolate Drops Soundtrack , Music $ 1.29",None,The Hunger Games ( Songs from District 12 and Beyond ),None,None,"‰ ãÑ 2012 Universal Republic Records , a division of UMG Recordings , Inc.",2:46,20-Mar-12
6712,"Kingdom Come Soundtrack , Music 3:42 20-Mar-12",The Civil Wars,The Hunger Games ( Songs from District 12 and Beyond ),None,$ 1.29,"‰ ãÑ 2012 Universal Republic Records , a division of UMG Recordings , Inc.",None,None
6713,"Take the Heartland The Hunger Games ( Songs from District 12 and Beyond ) Soundtrack , Music $ 1.29 2:45 20-Mar-12",Glen Hansard,None,None,None,"‰ ãÑ 2012 Universal Republic Records , a division of UMG Recordings , Inc.",None,None
6714,"Come Away to the Water ( feat . Rozzi Crane ) Maroon 5 Soundtrack , Music $ 1.29 ‰ ãÑ 2012 Universal Republic Records , a division of UMG Recordings , Inc. 5:13 20-Mar-12",None,The Hunger Games ( Songs from District 12 and Beyond ),None,None,None,None,None
6715,"Run Daddy Run ( feat . Pistol Annies ) Miranda Lambert The Hunger Games ( Songs from District 12 and Beyond ) Soundtrack , Music ‰ ãÑ 2012 Universal Republic Records , a division of UMG Recordings , Inc. 20-Mar-12",None,None,None,$ 1.29,None,2:45,None
6716,"Rules Jayme Dee The Hunger Games ( Songs from District 12 and Beyond ) Soundtrack , Music ‰ ãÑ 2012 Universal Republic Records , a division of UMG Recordings , Inc. 3:27",None,None,None,$ 1.29,None,None,20-Mar-12
6717,"Eyes Open Taylor Swift Soundtrack , Music $ 1.29 ‰ ãÑ 2012 Universal Republic Records , a division of UMG Recordings , Inc. 4:04 20-Mar-12",None,The Hunger Games ( Songs from District 12 and Beyond ),None,None,None,None,None
6718,"Lover Is Childlike ‰ ãÑ 2012 Universal Republic Records , a division of UMG Recordings , Inc.",The Low Anthem,The Hunger Games ( Songs from District 12 and Beyond ),"Soundtrack , Music",$ 1.29,None,4:15,20-Mar-12
6719,"Just a Game ‰ ãÑ 2012 Universal Republic Records , a division of UMG Recordings , Inc. 4:01 20-Mar-12",Birdy,The Hunger Games ( Songs from District 12 and Beyond ),"Soundtrack , Music",$ 1.29,None,None,None
6720,"Fearless Taylor Swift Country , Music , Rock , Honky Tonk , Pop , Adult Contemporary , Contemporary Country 11-Nov-08",None,Fearless,None,$ 1.29,"‰ ãÑ 2008 Big Machine Records , LLC",4:01,None
6721,"Fifteen Taylor Swift Fearless Country , Music , Rock , Honky Tonk , Pop , Adult Contemporary , Contemporary Country $ 1.29 4:54 11-Nov-08",None,None,None,None,"‰ ãÑ 2008 Big Machine Records , LLC",None,None
6722,"Love Story Taylor Swift Fearless ‰ ãÑ 2008 Big Machine Records , LLC",None,None,"Country , Music , Rock , Honky Tonk , Pop , Adult Contemporary , Contemporary Country",$ 1.29,None,3:55,11-Nov-08
6723,"Hey Stephen Fearless ‰ ãÑ 2008 Big Machine Records , LLC 4:14",Taylor Swift,None,"Country , Music , Rock , Honky Tonk , Pop , Adult Contemporary , Contemporary Country",$ 1.29,None,None,11-Nov-08
6724,"White Horse Taylor Swift Fearless Country , Music , Rock , Honky Tonk , Pop , Adult Contemporary , Contemporary Country $ 1.29 ‰ ãÑ 2008 Big Machine Records , LLC 3:54 11-Nov-08",None,None,None,None,None,None,None
6725,You Belong With Me Fearless $ 1.29 11-Nov-08,Taylor Swift,None,"Country , Music , Rock , Honky Tonk , Pop , Adult Contemporary , Contemporary Country",None,"‰ ãÑ 2008 Big Machine Records , LLC",3:51,None
6726,"Breathe ( feat . Colbie Caillat ) Taylor Swift Country , Music , Rock , Honky Tonk , Pop , Adult Contemporary , Contemporary Country $ 1.29 ‰ ãÑ 2008 Big Machine Records , LLC 4:23",None,Fearless,None,None,None,None,11-Nov-08
6727,"Tell Me Why Fearless Country , Music , Rock , Honky Tonk , Pop , Adult Contemporary , Contemporary Country 3:20",Taylor Swift,None,None,$ 1.29,"‰ ãÑ 2008 Big Machine Records , LLC",None,11-Nov-08
6728,"You 're Not Sorry ‰ ãÑ 2008 Big Machine Records , LLC 4:21",Taylor Swift,Fearless,"Country , Music , Rock , Honky Tonk , Pop , Adult Contemporary , Contemporary Country",$ 1.29,None,None,11-Nov-08
6729,"The Way I Loved You Fearless Country , Music , Rock , Honky Tonk , Pop , Adult Contemporary , Contemporary Country 11-Nov-08",Taylor Swift,None,None,$ 1.29,"‰ ãÑ 2008 Big Machine Records , LLC",4:04,None
6730,"Forever & Always Fearless Country , Music , Rock , Honky Tonk , Pop , Adult Contemporary , Contemporary Country ‰ ãÑ 2008 Big Machine Records , LLC 3:45 11-Nov-08",Taylor Swift,None,None,$ 1.29,None,None,None
6731,"The Best Day Taylor Swift Country , Music , Rock , Honky Tonk , Pop , Adult Contemporary , Contemporary Country 4:05 11-Nov-08",None,Fearless,None,$ 1.29,"‰ ãÑ 2008 Big Machine Records , LLC",None,None
6732,"Change Fearless ‰ ãÑ 2008 Big Machine Records , LLC 4:40",Taylor Swift,None,"Country , Music , Rock , Honky Tonk , Pop , Adult Contemporary , Contemporary Country",$ 1.29,None,None,11-Nov-08
6733,Tomorrow Will Be Kinder ( From `` The Hunger Games '' Soundtrack ) 20-Mar-12,The Secret Sisters,The Hunger Games ( Songs from District 12 and Beyond ),"Soundtrack , Music",$ 1.29,"‰ ãÑ 2012 Universal Republic Records , a division of UMG Recordings , Inc.",3:25,None
6734,"Safe & Sound ( feat . The Civil Wars ) [ From `` The Hunger Games '' Soundtrack ] ‰ ãÑ 2012 Universal Republic Records , a division of UMG Recordings , Inc. 4:00 20-Mar-12",Taylor Swift,The Hunger Games ( Songs from District 12 and Beyond ),"Soundtrack , Music",$ 1.29,None,None,None
6735,"One Engine ( From `` The Hunger Games '' Soundtrack ) The Decemberists Soundtrack , Music $ 1.29 ‰ ãÑ 2012 Universal Republic Records , a division of UMG Recordings , Inc.",None,The Hunger Games ( Songs from District 12 and Beyond ),None,None,None,3:01,20-Mar-12
6736,Professional The Weeknd Kiss Land $ 1.29 6:08,None,None,"R&B / Soul , Music , Rock , Contemporary R&B",None,"‰ ãÑ 2013 The Weeknd XO , Inc. . Marketed by Universal Republic Records , a Division of UMG Recordings , Inc.",None,10-Sep-13
6737,"The Town The Weeknd ‰ ãÑ 2013 The Weeknd XO , Inc. . Marketed by Universal Republic Records , a Division of UMG Recordings , Inc.",None,Kiss Land,"R&B / Soul , Music , Rock , Contemporary R&B",$ 1.29,None,5:07,10-Sep-13
6738,"Adaptation Kiss Land R&B / Soul , Music , Rock , Contemporary R&B $ 1.29 ‰ ãÑ 2013 The Weeknd XO , Inc. . Marketed by Universal Republic Records , a Division of UMG Recordings , Inc.",The Weeknd,None,None,None,None,4:43,10-Sep-13
6739,"Love In the Sky The Weeknd Kiss Land R&B / Soul , Music , Rock , Contemporary R&B $ 1.29",None,None,None,None,"‰ ãÑ 2013 The Weeknd XO , Inc. . Marketed by Universal Republic Records , a Division of UMG Recordings , Inc.",4:27,10-Sep-13
6740,Belong To the World $ 1.29 5:07 10-Sep-13,The Weeknd,Kiss Land,"R&B / Soul , Music , Rock , Contemporary R&B",None,"‰ ãÑ 2013 The Weeknd XO , Inc. . Marketed by Universal Republic Records , a Division of UMG Recordings , Inc.",None,None
6741,Live For ( feat . Drake ) 10-Sep-13,The Weeknd,Kiss Land,"R&B / Soul , Music , Rock , Contemporary R&B",$ 1.29,"‰ ãÑ 2013 The Weeknd XO , Inc. . Marketed by Universal Republic Records , a Division of UMG Recordings , Inc.",3:44,None
6742,Wanderlust The Weeknd Kiss Land $ 1.29 10-Sep-13,None,None,"R&B / Soul , Music , Rock , Contemporary R&B",None,"‰ ãÑ 2013 The Weeknd XO , Inc. . Marketed by Universal Republic Records , a Division of UMG Recordings , Inc.",5:06,None
6743,"Kiss Land The Weeknd Kiss Land ‰ ãÑ 2013 The Weeknd XO , Inc. . Marketed by Universal Republic Records , a Division of UMG Recordings , Inc.",None,None,"R&B / Soul , Music , Rock , Contemporary R&B",$ 1.29,None,7:35,10-Sep-13
6744,Pretty 6:15 10-Sep-13,The Weeknd,Kiss Land,"R&B / Soul , Music , Rock , Contemporary R&B",$ 1.29,"‰ ãÑ 2013 The Weeknd XO , Inc. . Marketed by Universal Republic Records , a Division of UMG Recordings , Inc.",None,None
6745,"Tears In the Rain The Weeknd Kiss Land R&B / Soul , Music , Rock , Contemporary R&B 7:26",None,None,None,$ 1.29,"‰ ãÑ 2013 The Weeknd XO , Inc. . Marketed by Universal Republic Records , a Division of UMG Recordings , Inc.",None,10-Sep-13
6746,"Wanderlust ( Pharrell Remix ) Kiss Land R&B / Soul , Music , Rock , Contemporary R&B 5:07 10-Sep-13",The Weeknd,None,None,$ 1.29,"‰ ãÑ 2013 The Weeknd XO , Inc. . Marketed by Universal Republic Records , a Division of UMG Recordings , Inc.",None,None
6747,"Odd Look ( feat . The Weeknd ) R&B / Soul , Music , Rock , Contemporary R&B ‰ ãÑ 2013 The Weeknd XO , Inc. . Marketed by Universal Republic Records , a Division of UMG Recordings , Inc. 4:12 10-Sep-13",Kavinsky,Kiss Land,None,$ 1.29,None,None,None
6748,"High for This The Weeknd R&B / Soul , Music , Rock , Contemporary R&B 13-Nov-12",None,Trilogy,None,$ 1.29,"‰ ãÑ 2012 XO & co. , Inc.",4:07,None
6749,What You Need The Weeknd,None,Trilogy,"R&B / Soul , Music , Rock , Contemporary R&B",$ 1.29,"‰ ãÑ 2012 XO & co. , Inc.",3:16,13-Nov-12
6750,House of Balloons / Glass Table Girls The Weeknd Trilogy 6:47 13-Nov-12,None,None,"R&B / Soul , Music , Rock , Contemporary R&B",$ 1.29,"‰ ãÑ 2012 XO & co. , Inc.",None,None
6751,"The Morning The Weeknd Trilogy R&B / Soul , Music , Rock , Contemporary R&B $ 1.29 5:15 13-Nov-12",None,None,None,None,"‰ ãÑ 2012 XO & co. , Inc.",None,None
6752,Wicked Games The Weeknd Trilogy 13-Nov-12,None,None,"R&B / Soul , Music , Rock , Contemporary R&B",$ 1.29,"‰ ãÑ 2012 XO & co. , Inc.",5:25,None
6753,"The Party & the After Party The Weeknd R&B / Soul , Music , Rock , Contemporary R&B $ 1.29 7:39 13-Nov-12",None,Trilogy,None,None,"‰ ãÑ 2012 XO & co. , Inc.",None,None
6754,"Coming Down R&B / Soul , Music , Rock , Contemporary R&B $ 1.29 13-Nov-12",The Weeknd,Trilogy,None,None,"‰ ãÑ 2012 XO & co. , Inc.",4:55,None
6755,"Loft Music Trilogy ‰ ãÑ 2012 XO & co. , Inc. 6:04",The Weeknd,None,"R&B / Soul , Music , Rock , Contemporary R&B",$ 1.29,None,None,13-Nov-12
6756,"The Knowing Trilogy $ 1.29 ‰ ãÑ 2012 XO & co. , Inc. 5:41",The Weeknd,None,"R&B / Soul , Music , Rock , Contemporary R&B",None,None,None,13-Nov-12
6757,"Twenty Eight The Weeknd Trilogy $ 1.29 ‰ ãÑ 2012 XO & co. , Inc. 4:18",None,None,"R&B / Soul , Music , Rock , Contemporary R&B",None,None,None,13-Nov-12
6758,"Lonely Star Trilogy R&B / Soul , Music , Rock , Contemporary R&B $ 1.29 5:49 13-Nov-12",The Weeknd,None,None,None,"‰ ãÑ 2012 XO & co. , Inc.",None,None
