id,title,authors,venue,year
1889,mining insurance data at swiss life vldb 1997,"j kietz , u reimer , m staudt",None,None
1890,facilitating multimedia database exploration through visual interfaces and perpetual query reformulations 1997,"w li , k candan , k hirata , y hara",vldb,None
1891,toward network data independence j hellerstein sigmod record 2003,None,None,None
1892,"design issues and challenges for rdf - and schema-based peer-to-peer systems w nejdl , w siberski , m sintek sigmod record 2003",None,None,None
1893,treasurer 's message,None,None,2003.0
1894,the oracle universal server buffer,"w bridge , a joshi , m keihl , t lahiri , j loaiza , n macnaughton",vldb,1997.0
1895,chair 's message 2003,None,None,None
1896,"the network as a global database : challenges of interoperability , proactivity , interactiveness , legacy p lockemann , u kіlsch , a koschel , r kramer , r nikolai , m wallrath , h walter",None,vldb,1997.0
1897,"selectivity estimation without the attribute value independence assumption v poosala , y ioannidis",None,vldb,1997.0
1898,journal relevance r snodgrass,None,sigmod record,2003.0
1899,"towards an odmg-compliant visual object query language m chavda , p wood 1997",None,vldb,None
1900,2003 sigmod innovations award speech d chamberlin,None,sigmod record,2003.0
1901,guest editor 's introduction,None,None,2003.0
1902,integrating sql databases with content-specific search engines 1997,"s deпloch , n mattos",vldb,None
1903,"resource scheduling in enhanced pay-per-view continuous media databases m garofalakis , b жzden , a silberschatz 1997",None,vldb,None
1904,learning about data integration challenges from day one a halevy 2003,None,sigmod record,None
1905,"spatial joins using r-trees : breadth-first traversal with global optimizations y huang , n jing , e rundensteiner",None,vldb,1997.0
1906,agent-oriented software engineering report on the 4th aose workshop ( aose 2003 ) 2003,None,None,None
1907,the complexity of transformation-based join enumeration 1997,"a pellenkoft , c galindo-legaria , m kersten",vldb,None
1908,report on the 5th international workshop on the design and management of data warehouses ( dmdw ' 03 ) 2003,None,None,None
1909,"using taxonomy , discriminants , and signatures for navigating in text databases s chakrabarti , b dom , r agrawal , p raghavan",None,vldb,1997.0
1910,"information integration on the web : a view from ai and databases ( report on iiweb-03 ) s kambhampati , c knoblock sigmod record",None,None,2003.0
1911,report on fqas 2002 : fifth international conference on flexible query answering systems 2003,None,None,None
1912,m-tree : an efficient access method for similarity search in metric spaces 1997,"p ciaccia , m patella , p zezula",vldb,None
1913,optimizing queries across diverse data sources vldb 1997,"l haas , d kossmann , e wimmers , j yang",None,None
1914,editor 's notes l liu sigmod record 2003,None,None,None
1915,vertical data migration in large near-line document archives based on markov-chain predictions,"a kraiss , g weikum",vldb,1997.0
1916,research in database engineering at the university of namur j hainaut,None,sigmod record,2003.0
1917,"exposing undergraduate students to database system internals a ailamaki , j hellerstein sigmod record 2003",None,None,None
1918,"parallel query scheduling and optimization with time - and space-shared resources m garofalakis , y ioannidis vldb 1997",None,None,None
1919,"analysis of sigmod 's co-authorship graph m nascimento , j sander , j pound sigmod record 2003",None,None,None
1920,"optimizing queries with universal quantification in object-oriented and object-relational databases j clauпen , a kemper , g moerkotte , k peithner vldb",None,None,1997.0
1921,a performance evaluation of oid mapping techniques vldb 1995,"a eickler , c gerlhof , d kossmann",None,None
1922,editor 's notes,l liu,sigmod record,2003.0
1923,"efficient incremental garbage collection for client-server object database systems l amsaleg , m franklin , o gruber vldb 1995",None,None,None
1924,closing the key loophole in mls databases,"n jukic , s nestorov , s vrbsky",sigmod record,2003.0
1925,report on the 4th international conference on mobile data management,None,None,2003.0
1926,document management as a database problem r bayer vldb,None,None,1995.0
1927,in memory of gэsli r. hjaltason,None,None,2003.0
1928,from vldb to vmldb ( very many large data bases ) : dealing with large-scale semantic heterogenity s madnick 1995,None,vldb,None
1929,"declustering databases on heterogeneous disk systems l chen , d rotem , s seshadri",None,vldb,1995.0
1930,"standards for databases on the grid s malaika , a eisenberg , j melton",None,sigmod record,2003.0
1931,"review of the data warehouse toolkit : the complete guide to dimensional modeling ( 2nd edition ) by ralph kimball , margy ross . john wiley & sons , inc. 2002",None,None,2003.0
1932,high-concurrency locking in r-trees vldb 1995,"m kornacker , d banks",None,None
1933,"duplicate removal in information system dissemination t yan , h garcia-molina vldb 1995",None,None,None
1934,interview with rakesh agrawal 2003,None,None,None
1935,reminiscences on influential papers,None,None,2003.0
1936,"generalizing gloss to vector-space databases and broker hierarchies l gravano , h garcia-molina 1995",None,vldb,None
1937,in-context peer-to-peer information filtering on the web a ouksel,None,sigmod record,2003.0
1938,tribeca : a stream database manager for network traffic analysis vldb,m sullivan,None,1996.0
1939,selective information dissemination in p2p networks : problems and solutions 2003,"m koubarakis , c tryfonopoulos , s idreos , y drougas",sigmod record,None
1940,mineset ( tm ) : a system for high-end data mining and visualization 1996,None,vldb,None
1941,the query optimizer in tandem 's new serverware sql product,p celis,vldb,1996.0
1942,the hyperion project : from data integration to data coordination sigmod record 2003,"m arenas , v kantere , a kementsietsidis , i kiringa , r miller , j mylopoulos",None,None
1943,"tpc-d : the challenges , issues and results r bhashyam vldb",None,None,1996.0
1944,relational data sharing in peer-based data management systems,"b ooi , y shu , k tan",sigmod record,2003.0
1945,performance of future database systems : bottlenecks and bonananzas vldb 1996,c baru,None,None
1946,"what is the data warehousing problem ? ( are materialized views the answer ? ) a gupta , i mumick 1996",None,vldb,None
1947,the piazza peer data management project 2003,"i tatarinov , z ives , j madhavan , a halevy , d suciu , n dalvi , x dong , y kadiyska , g miklau , p mork",sigmod record,None
1948,peer-to-peer research at stanford 2003,"m bawa , b cooper , a crespo , n daswani , p ganesan , h garcia-molina , s kamvar , s marti , m schlosser , q sun , p vinograd , b yang",sigmod record,None
1949,the structured information manager : a database system for sgml documents vldb 1996,r sacks-davis,None,None
1950,loading the data warehouse across various parallel architectures 1996,v raghavan,vldb,None
1951,p-grid : a self-organizing structured p2p system,"k aberer , p cudrщ-mauroux , a datta , z despotovic , m hauswirth , m punceva , r schmidt",sigmod record,2003.0
1952,"report on the 10th conference on database systems for business , technology , and the web ( btw 2003 )",None,None,2003.0
1953,"an efficient algorithm for mining association rules in large databases a savasere , e omiecinski , s navathe",None,vldb,1995.0
1954,"discovery of multiple-level association rules from large databases j han , y fu 1995",None,vldb,None
1955,reminiscences on influential papers,None,None,2003.0
1956,"a mapping mechanism to support bitmap index and other auxiliary structures on tables stored as primary b + - trees e chong , j srinivasan , s das , c freiwald , a yalamanchi , m jagannath , a tran , r krishnan , r jiang 2003",None,sigmod record,None
1957,dynamic multi-resource load balancing in parallel database systems vldb,"e rahm , r marek",None,1995.0
1958,interview with michael stonebraker,None,None,2003.0
1959,a non-uniform data fragmentation strategy for parallel main-menory database systems 1995,"n bassiliades , i vlahavas",vldb,None
1960,information rules,d stirling,sigmod record,2003.0
1961,"applying database technology in the adsm mass storage system l cabrera , r rees , w hineman vldb 1995",None,None,None
1962,peer-to-peer : harnessing the power of disruptive technologies m nascimento 2003,None,sigmod record,None
1963,"generalized search trees for database systems j hellerstein , j naughton , a pfeffer",None,vldb,1995.0
1964,fundamentals of data warehouses : 2nd revised and extended edition,v hoffner,sigmod record,2003.0
1965,"a scalable architecture for autonomous heterogeneous database interactions s milliner , a bouguettaya , m papazoglou vldb 1995",None,None,None
1966,"fast similarity search in the presence of noise , scaling , and translation in time-series databases r agrawal , k lin , h sawhney , k shim 1995",None,vldb,None
1967,towards a database body of knowledge : a study from spain 2003,"c calero , m piattini , f ruiz",sigmod record,None
1968,research issues for data communication in mobile ad-hoc network database systems sigmod record,"l fife , l gruenwald",None,2003.0
1969,"coloring away communication in parallel query optimization w hasan , r motwani 1995",None,vldb,None
1970,bypassing joins in disjunctive queries,"m steinbrunn , k peithner , g moerkotte , a kemper",vldb,1995.0
1971,modelling temporal thematic map contents sigmod record,"a d'onofrio , e pourabbas",None,2003.0
1972,xpath processing in a nutshell 2003,None,None,None
1973,a practical and modular implementation of extended transaction models vldb,"r barga , c pu",None,1995.0
1974,"a data transformation system for biological data sources p buneman , s davidson , k hart , g overton , l wong vldb 1995",None,None,None
1975,issues in data stream management sigmod record 2003,"l golab , m жzsu",None,None
1976,chair 's message,None,None,2003.0
1977,"aggregate-query processing in data warehousing environments a gupta , v harinarayan , d quass vldb 1995",None,None,None
1978,a web odyssey : from codd to xml v vianu,None,sigmod record,2003.0
1979,eager aggregation and lazy aggregation vldb 1995,"w yan , p larson",None,None
1980,book review column k aberer 2003,None,sigmod record,None
1981,a cost model for clustered object-oriented databases vldb,"g gardarin , j gruser , z tang",None,1995.0
1982,"estimating the selectivity of spatial queries using the ` correlation ' fractal dimension a belussi , c faloutsos vldb",None,None,1995.0
1983,"an approach to confidence based page ranking for user oriented web search d mukhopadhyay , d giri , s singh sigmod record 2003",None,None,None
1984,acm tods in this internet age r snodgrass,None,sigmod record,2003.0
1985,"zoo : a desktop experiment management environment y ioannidis , m livny , s gupta , n ponnekanti",None,vldb,1996.0
1986,"querying multiple features of groups in relational databases d chatziantoniou , k ross 1996",None,vldb,None
1987,performing jobs without decompression in a compressed database system,"s o'connell , n winterbottom",sigmod record,2003.0
1988,modeling skewed distribution using multifractals and the ` 80-20 ' law,"c faloutsos , y matias , a silberschatz",vldb,1996.0
1989,xpath processing in a nutshell sigmod record,"g gottlob , c koch , r pichler",None,2003.0
1990,"semantic data caching and replacement s dar , m franklin , b jѓnsson , d srivastava , m tan 1996",None,vldb,None
1991,interview with jim gray 2003,None,None,None
1992,a database approach to quality of service specification in video databases,"e bertino , a elmagarmid , m hacid",sigmod record,2003.0
1993,implementation and analysis of a parallel collection query language d suciu vldb 1996,None,None,None
1994,ansi sql hierarchical processing can fully integrate native xml m david sigmod record,None,None,2003.0
1995,obtaining complete answers from incomplete databases a levy 1996,None,vldb,None
1996,"object fusion in mediator systems y papakonstantinou , s abiteboul , h garcia-molina 1996",None,vldb,None
1997,"analysis of existing databases at the logical level : the dba companion project f marchi , s lopes , j petit , f toumani 2003",None,sigmod record,None
1998,"database research at ut arlington s chakravarthy , y aslandogan , r elmasri , l fegaras , j oh",None,sigmod record,2003.0
1999,the role of integrity constraints in database interoperation 1996,"m vermeer , p apers",vldb,None
2000,multiscale histograms : summarizing topological relations in large spatial datasets vldb 2003,"x lin , q liu , y yuan , x zhou",None,None
2001,"query processing in spatial network databases d papadias , j zhang , n mamoulis , y tao",None,vldb,2003.0
2002,merging models based on given correspondences,"r pottinger , p bernstein",vldb,2003.0
2003,"avoiding ordering and grouping in query processing x wang , m cherniack vldb 2003",None,None,None
2004,"anipqo : almost non-intrusive parametric query optimization for nonlinear cost functions a hulgeri , s sudarshan 2003",None,vldb,None
2005,"supporting top-k join queries in relational databases i ilyas , w aref , a elmagarmid 2003",None,vldb,None
2006,the tpr * - tree : an optimized spatio-temporal access method for predictive queries vldb,"y tao , d papadias , j sun",None,2003.0
2007,"efficient approximation of optimization queries under parametric aggregation constraints s guha , d gunopulos , n koudas , d srivastava , m vlachos 2003",None,vldb,None
2008,cache tables : paving the way for an adaptive database cache 2003,"m altinel , c bornhіvd , s krishnamurthy , c mohan , h pirahesh , b reinwald",vldb,None
2009,lachesis : robust database storage management based on device-specific performance characteristics vldb 2003,"j schindler , a ailamaki , g ganger",None,None
2010,a dependability benchmark for oltp application environments vldb 2003,"m vieira , h madeira",None,None
2011,primitives for workload summarization and implications for sql 2003,"s chaudhuri , p ganesan , v narasayya",vldb,None
2012,bhunt : automatic discovery of fuzzy algebraic constraints in relational data vldb 2003,"p brown , p haas",None,None
2013,"estimating the output cardinality of partial preaggregation with a measure of clusteredness s helmer , t neumann , g moerkotte 2003",None,vldb,None
2014,memory requirements for query execution in highly constrained devices vldb 2003,"n anciaux , l bouganim , p pucheral",None,None
2015,tabular placement of relational data on mems-based storage devices vldb 2003,"h yu , d agrawal , a abbadi",None,None
2016,capturing global transactions from multiple recovery log files in a partitioned database system 2003,"c liu , b lindsay , s bourbonnais , e hamel , t truong , j stankiewitz",vldb,None
2017,the bea/xqrl streaming xquery processor vldb,"d florescu , c hillery , d kossmann , p lucas , f riccardi , t westmann , m carey , a sundararajan , g agrawal",None,2003.0
2018,"xml schemas in oracle xml db r murthy , s banerjee",None,vldb,2003.0
2019,integrated data management for mobile services in the real world vldb 2003,"c hage , c jensen , t pedersen , l speicys , i timko",None,None
2020,"improving performance with bulk-inserts in oracle r-trees n an , k kanth , s ravada vldb 2003",None,None,None
2021,"statistics on views c galindo-legaria , m joshi , f waas , m wu vldb 2003",None,None,None
2022,"efficient query processing for multi-dimensionally clustered tables in db2 b bhattacharjee , s padmanabhan , t malkemus , t lai , l cranston , m huras",None,vldb,2003.0
2023,a platform based on the multi-dimensional data model for analysis of bio-molecular structures vldb 2003,"s srinivasa , s kumar",None,None
2024,controlling access to published data using cryptography vldb,"g miklau , d suciu",None,2003.0
2025,"oasis : an online and accurate technique for local-alignment searches on biological sequences c meek , j patel , s kasetty vldb 2003",None,None,None
2026,privacy-preserving indexing of documents on the network 2003,"m bawa , r jr. , r agrawal",vldb,None
2027,data compression in oracle 2003,"m pіss , d potapov",vldb,None
2028,operator scheduling in a data stream manager 2003,"d carney , u чetintemel , a rasin , s zdonik , m cherniack , m stonebraker",vldb,None
2029,"efficient ir-style keyword search over relational databases v hristidis , l gravano , y papakonstantinou 2003",None,vldb,None
2030,locating data sources in large distributed systems vldb,"l galanis , y wang , s jeffery , d dewitt",None,2003.0
2031,robust estimation with sampling and approximate pre-aggregation c jermaine,None,vldb,2003.0
2032,"chameleon : an extensible and customizable tool for web data translation r torlone , p atzeni",None,vldb,2003.0
2033,webservice composition with o'grape and osiris vldb 2003,"r weber , c schuler , p neukomm , h schuldt , h schek",None,None
2034,implementing xquery 1.0 : the galax experience vldb 2003,"m fernandez , j simщon , b choi , a marian , g sur",None,None
2035,xiss/r : xml indexing and storage system using rdbms vldb,"p harding , q li , b moon",None,2003.0
2036,a system for keyword proximity search on xml databases vldb 2003,"a balmin , v hristidis , n koudas , y papakonstantinou , d srivastava , t wang",None,None
2037,"xquec : pushing queries to compressed xml data a arion , a bonifati , g costa , s d'aguanno , i manolescu , a pugliese vldb",None,None,2003.0
2038,"managing distributed workspaces with active xml s abiteboul , j baumgarten , a bonifati , g cobena , c cremarenco , f dragan , i manolescu , t milo , n preda",None,vldb,2003.0
2039,orientstore : a schema based native xml storage system 2003,"x meng , d luo , m lee , j an",vldb,None
2040,"xcerpt and visxcerpt : from pattern-based to visual querying of xml and semistructured data s berger , f bry , s schaffert , c wieser",None,vldb,2003.0
2041,illuminating the dark side of web services,m brodie,vldb,2003.0
2042,who needs xml databases ? vldb 2003,s cluet,None,None
2043,"a database striptease or how to manage your personal databases m kersten , g weikum , m franklin , d keim , a buchmann , s chaudhuri vldb 2003",None,None,None
2044,the zero-delay data warehouse : mobilizing heterogeneous databases vldb 2003,e kќhn,None,None
2045,commercial use of database technology h schіning,None,vldb,2003.0
2046,grid and applications ( industrial session ) vldb 2003,f leymann,None,None
2047,web services ( industrial session ) f cabrera,None,vldb,2003.0
2048,privacy-enhanced data management for next-generation e-commerce 2003,None,None,None
2049,the semantic web : semantics for data on the web 2003,None,None,None
2050,"irisnet : an architecture for internet-scale sensing services s nath , a deshpande , y ke , p gibbons , b karp , s seshan vldb 2003",None,None,None
2051,"large-scale , standards-based earth observation imagery and web mapping services p baumann vldb",None,None,2003.0
2052,"quiet : continuous query-driven index tuning k sattler , i geist , e schallehn vldb 2003",None,None,None
2053,"chip-secured data access : reconciling access rights with data encryption l bouganim , f ngoc , p pucheral , l wu vldb",None,None,2003.0
2054,"an interpolated volume data model t wang , s santini , a gupta",None,vldb,2003.0
2055,efficacious data cube exploration by semantic summarization and compression,"l lakshmanan , j pei , y zhao",vldb,2003.0
2056,"atlas : a small but complete sql extension for data mining and data streams h wang , c zaniolo , c luo",None,vldb,2003.0
2057,business modelling using sql spreadsheets,"a witkowski , s bellamkonda , t bozkaya , n folkert , a gupta , l sheng , s subramanian",vldb,2003.0
2058,from focused crawling to expert information : an application framework for web exploration and portal generation vldb 2003,"s sizov , j graupmann , m theobald",None,None
2059,cacheportal ii : acceleration of very large scale data center-hosted database-driven web applications vldb 2003,"w li , o po , w hsiung , k candan , d agrawal , y akca , k taniguchi",None,None
2060,"bibfinder/statminer : effectively mining and using coverage and overlap statistics in data integration z nie , s kambhampati , t hernandez vldb 2003",None,None,None
2061,"s-topss : semantic toronto publish/subscribe system m petrovic , i burcea , h jacobsen 2003",None,vldb,None
2062,"nexusscout : an advanced location-based application on a distributed , open mediation platform vldb 2003","d nicklas , m groпmann , t schwarz",None,None
2063,"schema-driven customization of web services s abiteboul , b amann , j baumgarten , o benjelloun , f ngoc , t milo",None,vldb,2003.0
2064,integrating information for on demand computing n mattos vldb,None,None,2003.0
2065,"a nanotechnology-based approach to data storage e eleftheriou , p bфchtold , g cherubini , a dholakia , c hagleitner , t loeliger , a pantazi , h pozidis , t albrecht , g binnig , m despont , u drechsler , u dќrig , b gotsmann , d jubin , w hфberle , m lantz , h rothuizen , r stutz , p vettiger , d wiesmann",None,vldb,2003.0
2066,the history of histograms ( abridged ) y ioannidis vldb 2003,None,None,None
2067,the data-centric revolution in networking,s shenker,vldb,2003.0
2068,"xsearch : a semantic search engine for xml s cohen , j mamou , y kanza , y sagiv",None,vldb,2003.0
2069,complex queries over web repositories vldb 2003,"s raghavan , h garcia-molina",None,None
2070,efficient mining of xml query patterns for caching,"l yang , m lee , w hsu",vldb,2003.0
2071,an efficient and resilient approach to filtering and disseminating streaming data vldb 2003,"s shah , s dharmarajan , k ramamritham",None,None
2072,phrase matching in xml vldb,"s amer-yahia , m fernandez , d srivastava , y xu",None,2003.0
2073,rrxf : redundancy reducing xml storage in relations vldb,"y chen , s davidson , c hara , y zheng",None,2003.0
2074,"mars : a system for publishing xml from mixed and redundant storage a deutsch , v tannen vldb 2003",None,None,None
2075,projecting xml documents 2003,"a marian , j simщon",vldb,None
2076,mixed mode xml query processing vldb,"a halverson , j burger , l galanis , a kini , r krishnamurthy , a rao , f tian , s viglas , y wang , j naughton , d dewitt",None,2003.0
2077,from tree patterns to generalized tree patterns : on efficient evaluation of xquery vldb 2003,"z chen , h jagadish , l lakshmanan , s paparizos",None,None
2078,efficient processing of expressive node-selecting queries on xml data in secondary storage : a tree automata-based approach c koch vldb 2003,None,None,None
2079,query processing for high-volume xml message brokering 2003,"y diao , m franklin",vldb,None
2080,"a framework for clustering evolving data streams c aggarwal , j han , j wang , p yu vldb 2003",None,None,None
2081,"a regression-based temporal pattern mining scheme for data streams w teng , m chen , p yu 2003",None,vldb,None
2082,on the costs of multilingualism in database systems 2003,"a kumaran , j haritsa",vldb,None
2083,distributed top-n query processing with possibly uncooperative local systems vldb 2003,"c yu , g philip , w meng",None,None
2084,"optimized query execution in large search engines with global page ordering x long , t suel",None,vldb,2003.0
2085,"path queries on compressed xml p buneman , m grohe , c koch 2003",None,vldb,None
2086,"on the minimization of xpath queries s flesca , f furfaro , e masciari 2003",None,vldb,None
2087,covering indexes for xml queries : bisimulation - simulation = negation p ramanan,None,vldb,2003.0
2088,"buffering accesses to memory-resident index structures j zhou , k ross",None,vldb,2003.0
2089,balancing performance and data freshness in web database servers,"a labrinidis , n roussopoulos",vldb,2003.0
2090,vipas : virtual link powered authority search in the web vldb,"c lin , m chen",None,2003.0
2091,sash : a self-adaptive histogram set for dynamically changing workloads,"l lim , m wang , j vitter",vldb,2003.0
2092,data bubbles for non-vector data : speeding-up hierarchical clustering in arbitrary metric spaces,"j zhou , j sander",vldb,2003.0
2093,a shrinking-based approach for multi-dimensional data analysis vldb,"y shi , y song , a zhang",None,2003.0
2094,combi-operator : database support for data mining applications vldb 2003,"a hinneburg , w lehner , d habich",None,None
2095,"data morphing : an adaptive , cache-conscious storage technique r hankins , j patel",None,vldb,2003.0
2096,load shedding in a data stream manager,"n tatbul , u чetintemel , s zdonik , m cherniack , m stonebraker",vldb,2003.0
2097,"scheduling for shared window joins over data streams m hammad , m franklin , w aref , a elmagarmid 2003",None,vldb,None
2098,"maximizing the output rate of multi-way join queries over streaming information sources s viglas , j naughton , j burger",None,vldb,2003.0
2099,"holistic twig joins on indexed xml documents h jiang , w wang , h lu , j yu 2003",None,vldb,None
2100,"wise-integrator : an automatic integrator of web search interfaces for e-commerce h he , w meng , c yu , z wu",None,vldb,2003.0
2101,"aquery : query language for ordered data , optimization techniques , and experiments 2003","a lerner , d shasha",vldb,None
2102,tuple routing strategies for distributed eddies vldb 2003,"f tian , d dewitt",None,None
2103,querying the internet with pier,"r huebsch , j hellerstein , n lanham , b loo , s shenker , i stoica",vldb,2003.0
2104,"mapping adaptation under evolving schemas y velegrakis , r miller , l popa vldb",None,None,2003.0
2105,locking protocols for materialized aggregate join views vldb 2003,"g luo , j naughton , c ellmann , m watzke",None,None
2106,"adaptive , hands-off stream mining vldb 2003","s papadimitriou , a brockwell , c faloutsos",None,None
2107,"composing mappings among data sources j madhavan , a halevy vldb 2003",None,None,None
2108,temporal slicing in the evaluation of xml queries vldb,"d gao , r snodgrass",None,2003.0
2109,"the generalized pre-grouping transformation : aggregate-query optimization in the presence of dependencies a tsois , t sellis vldb",None,None,2003.0
2110,"supporting frequent updates in r-trees : a bottom-up approach m lee , w hsu , c jensen , b cui , k teo",None,vldb,2003.0
2111,the nd-tree : a dynamic indexing technique for multidimensional non-ordered discrete data spaces 2003,"g qian , q zhu , q xue , s pramanik",vldb,None
2112,"coarse-grained optimization : techniques for rewriting sql statement sequences t kraft , h schwarz , r rantzau , b mitschang 2003",None,vldb,None
2113,"processing sliding window multi-joins in continuous queries over data streams l golab , m жzsu",None,vldb,2003.0
2114,"finding hierarchical heavy hitters in data streams g cormode , f korn , s muthukrishnan , d srivastava vldb 2003",None,None,None
2115,"star-cubing : computing iceberg cubes by top-down and bottom-up integration d xin , j han , x li , b wah vldb 2003",None,None,None
2116,checks and balances : monitoring data quality problems in network traffic databases,"f korn , s muthukrishnan , y zhu",vldb,2003.0
2117,"systematic development of data mining-based data quality tools d lќbbers , u grimmer , m jarke vldb 2003",None,None,None
2118,"continuous k-nearest neighbor queries for continuously moving points with updates g iwerks , h samet , k smith",None,vldb,2003.0
2119,"staircase join : teach a relational dbms to watch its ( axis ) steps t grust , m keulen , j teubner vldb",None,None,2003.0
2120,an almost-serial protocol for transaction execution in main-memory database systems 2002,"s blott , h korth",vldb,None
2121,lightweight flexible isolation for language-based extensible systems 2002,"l daynшs , g czajkowski",vldb,None
2122,processing star queries on hierarchically-clustered fact tables vldb,"n karayannidis , a tsois , t sellis , r pieringer , v markl , f ramsak , r fenk , k elhardt , r bayer",None,2002.0
2123,exploiting versions for on-line data warehouse maintenance in molap servers vldb 2002,"h kang , c chung",None,None
2124,protdb : probabilistic data in xml vldb 2002,"a nierman , h jagadish",None,None
2125,discover : keyword search in relational databases 2002,"v hristidis , y papakonstantinou",vldb,None
2126,"maintaining data privacy in association rule mining s rizvi , j haritsa vldb",None,None,2002.0
2127,"a logical framework for scheduling workflows under resource allocation constraints p senkul , m kifer , i toroslu vldb",None,None,2002.0
2128,incremental maintenance for non-distributive aggregate functions vldb 2002,"t palpanas , r sidle , r cochrane , h pirahesh",None,None
2129,reverse nearest neighbor aggregates over data streams 2002,"f korn , s muthukrishnan , d srivastava",vldb,None
2130,tree pattern aggregation for scalable xml data dissemination 2002,"c chan , w fan , p felber , m garofalakis , r rastogi",vldb,None
2131,dtd-directed publishing with attribute translation grammars vldb,"m benedikt , c chan , w fan , r rastogi , s zheng , a zhou",None,2002.0
2132,fas - a freshness-sensitive coordination middleware for a cluster of olap components vldb 2002,"u rіhm , k bіhm , h schek , h schuldt",None,None
2133,"the generalized mdl approach for summarization l lakshmanan , r ng , c wang , x zhou , t johnson",None,vldb,2002.0
2134,quotient cube : how to summarize the semantics of a data cube vldb 2002,"l lakshmanan , j pei , j han",None,None
2135,a one-pass aggregation algorithm with the optimal buffer size in multidimensional olap vldb,"y lee , k whang , y moon , i song",None,2002.0
2136,experience report : exploiting advanced database optimization features for large-scale sap r/3 installations vldb,"b zeller , a kemper",None,2002.0
2137,"gnatdb : a small-footprint , secure database system r vingralek 2002",None,vldb,None
2138,"a new passenger support system for public transport using mobile database access k goto , y kambayashi vldb",None,None,2002.0
2139,information integration and xml in ibm 's db2 p selinger vldb,None,None,2002.0
2140,toward recovery-oriented computing a fox vldb 2002,None,None,None
2141,a multi-version cache replacement and prefetching policy for hybrid data delivery environments vldb 2002,"a seifert , m scholl",None,None
2142,"business process cockpit m sayal , f casati , u dayal , m shan 2002",None,vldb,None
2143,"smart : making db2 ( more ) autonomic g lohman , s lightstone 2002",None,vldb,None
2144,"xmark : a benchmark for xml data management a schmidt , f waas , m kersten , m carey , i manolescu , r busse vldb 2002",None,None,None
2145,"sql memory management in oracle9i b dageville , m zaяt 2002",None,vldb,None
2146,"preference sql - design , implementation , experiences vldb","w kieпling , g kіstler",None,2002.0
2147,"the denodo data integration platform a pan , j raposo , m сlvarez , p montoto , v orjales , j hidalgo , l ardao , a molano , с viёa vldb 2002",None,None,None
2148,"the grna : a highly programmable infrastructure for prototyping , developing and deploying genomics-centric applications a laud , s bhowmick , p cruz , d singh , g rajesh vldb 2002",None,None,None
2149,obk - an online high energy physics ' meta-data repository,"i alexandrov , a amorim , e badescu , m barczyk , d burckhart-chromek , m caprini , m dobson , j flammer , r hart , r jones , a kazarov , s kolos , v kotov , d liko , l lucio , l mapelli , m mineev , l moneta , i papadopoulos , m nassiakou , n parrington , l pedro , a ribeiro ,",vldb,2002.0
2150,"joining ranked inputs in practice i ilyas , w aref , a elmagarmid 2002",None,vldb,None
2151,an efficient method for performing record deletions and updates using index scans vldb,c mohan,None,2002.0
2152,"serviceglobe : distributing e-services across the internet m keidl , s seltzsam , k stocker , a kemper",None,vldb,2002.0
2153,"self-serv : a platform for rapid composition of web services in a peer-to-peer environment q sheng , b benatallah , m dumas , e mak 2002",None,vldb,None
2154,an automated system for web portal personalization,"c aggarwal , p yu",vldb,2002.0
2155,"eos : exactly-once e-service middleware g shegalov , g weikum , r barga , d lomet 2002",None,vldb,None
2156,"experiments on query expansion for internet yellow page services using web log mining y ohura , k takahashi , i pramudiono , m kitsuregawa 2002",None,vldb,None
2157,"issues and evaluations of caching solutions for web application acceleration w li , w hsiung , d kalashnikov , r sion , o po , d agrawal , k candan vldb 2002",None,None,None
2158,the rubicon of smart data r king,None,vldb,2002.0
2159,information management challenges from the aerospace industry s sripada vldb 2002,None,None,None
2160,"extending an ordbms : the statemachine module w mahnke , c mathis , h steiert vldb",None,None,2002.0
2161,"banks : browsing and keyword searching in relational databases b aditya , g bhalotia , s chakrabarti , a hulgeri , c nakhe , p parag , s sudarshan vldb",None,None,2002.0
2162,"profiling and internet connectivity in automotive environments m cilia , p hasselmayer , a buchmann vldb 2002",None,None,None
2163,"gembase : a geometric mediator for brain analysis with surface ensembles s santini , a gupta 2002",None,vldb,None
2164,rtmonitor : real-time data monitoring using mobile agent technologies 2002,"k lam , a kwan , k ramamritham",vldb,None
2165,"viator - a tool family for graphical networking and data view creation s heymann , k tham , a kilian , g wegner , p rieger , d merkel , j freytag vldb",None,None,2002.0
2166,"database technologies for electronic commerce r agrawal , r srikant , y xu 2002",None,vldb,None
2167,"advanced database technologies in a diabetic healthcare system w hsu , m lee , b ooi , p mohanty , k teo , c xia vldb 2002",None,None,None
2168,caching technologies for web applications 2001,c mohan,vldb,None
2169,"approximate query processing : taming the terabytes m garofalakis , p gibbons vldb",None,None,2001.0
2170,a-topss - a publish/subscribe system supporting approximate matching 2002,"h liu , h jacobsen",vldb,None
2171,alias : an active learning led interactive deduplication system,"s sarawagi , a bhamidipaty , a kirpal , c mouli",vldb,2002.0
2172,champagne : data change propagation for heterogeneous information systems,"r rantzau , c constantinescu , u heinkel , h meinecke",vldb,2002.0
2173,entrans : a system for flexible consistency maintenance in directory applications,"a herlekar , a deopujari , k ramamritham , s gopale , s shukla",vldb,2002.0
