id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year
13132,0,implementing lazy database updates for an object database system,"f ferrandina , t meyer , r zicari",vldb,1994,implementation techniques for main memory database systems,"dj dewitt , rh katz , f olken , ld shapiro , mr","proceedings of the 1984 acm sigmod international conference & hellip ; ,",1984.0
13133,1,nearest neighbor queries,"n roussopoulos , s kelley , f vincent",sigmod conference,1995,nearest neighbor queries,"n rossopoulos , s kelly , f vincent","proc . of acm-sigmod ,",None
13134,0,electronic commerce : tutorial,"n adam , y yesha",sigmod conference,1998,electronic commerce recommender applications .,"j ben schafer , j konstan , j riedl","journal of data mining and knowledge discovery ,",None
13135,0,distributed query evaluation on semistructured data,d suciu,acm trans . database syst .,2002,query optimization for semistructured data,"j mchugh , j widom","proc . vldb ,",1999.0
13136,0,dynamic information visualization,y ioannidis,sigmod record,1996,guidelines for designing information visualization applications,d carr,"proceedings of ecue ,",None
13137,0,hyperfile : a data and query model for documents,"c clifton , h garcia-molina , d bloom",vldb j.,1995,hypertext 2000 : databases or documents,"pd stotts , r furuta","electronic publishing ,",None
13138,1,panel on next generation database systems wo n't work without semantics !,j mylopoulos,sigmod conference,1998,next generation database systems wo n't work without semantics ! ( panel ),j mylopoulos,"proceedings of the 1998 acm sigmod international conference & hellip ; ,",1998.0
13139,0,multi-step processing of spatial joins,"t brinkhoff , h kriegel , r schneider , b seeger",sigmod conference,1994,approximations for a multi-step processing of spatial joins,"t brinkhoff , hp kriegel",None,None
13140,0,semantics for update rule programs and implementations in a relational database management system,"l raschid , j lobo",acm trans . database syst .,1996,an annotation management system for relational databases,"d bhagwat , l chiticariu , wc tan , g vijayvargiya","proceedings of the international conference on very large & hellip ; ,",2004.0
13141,1,disseminating updates on broadcast disks,"s acharya , m franklin , s zdonik",vldb,1996,s. zdonik disseminating updates on broadcast disks,"s acharya , m franklin",22nd vldb conference,None
13142,0,partition selection policies in object database garbage collection,"j cook , a wolf , b zorn",sigmod conference,1994,"semi-automatic , self-adaptive control of garbage collection rates in object databases","je cook , aw klauser , al wolf , bg zorn","sigmod conference ,",1996.0
13143,1,xmill : an efficient compressor for xml data,"h liefke , d suciu",sigmod conference,2000,an efficient compressor for xml data,"h liefke , ds xmill","proceedings of the 2000 acm sigmod conference on management & hellip ; ,",None
13144,0,processing complex aggregate queries over data streams,"a dobra , m garofalakis , j gehrke , r rastogi",sigmod conference,2002,processing aggregate relational queries with hard time constraints,"wh hot891 , g ozsoyoglu , b taneja","proceedings of the acm sigmod conference , pp ,",None
13145,0,multi-dimensional selectivity estimation using compressed histogram information,"j lee , d kim , c chung",sigmod conference,1999,equi-depth histograms for estimating selectivity factors for multi-dimensional queries .,"acms anthology , p edition",None,None
13146,0,implementation of magic-sets in a relational database system,"i mumick , h pirahesh",sigmod conference,1994,architecture and implementation of the darmstadt database kernel system,"hb paul , hj schek , mh scholl",None,None
13147,0,datablitz : a high performance main-memory storage manager,"j baulier , p bohannon , s gogate , s joshi , c gupta , a khivesera , h korth , p mcilroy , j miller , p narayan , m nemeth , r rastogi , a silberschatz , s sudarshan",vldb,1998,xmas : an extensible main-memory storage system for high-performance applications,"jh park , ys kwon , kh kim , s lee , bd park , sk cha","sigmod conference ,",1998.0
13148,1,static detection of security flaws in object-oriented databases,k tajima,sigmod conference,1996,static detection of security flaws in object-oriented databases,k tajima,"sigmod conference ,",1996.0
13149,1,optimizing database architecture for the new bottleneck : memory access,"s manegold , p boncz , m kersten",vldb j.,2000,database architecture optimized for the new bottleneck : memory access,"s manegold , pa boncz , ml kersten",None,None
13150,0,pbir - perception-based image retrieval,"e chang , t cheng , l chang",sigmod conference,2001,content-based image indexing and retrieval,"wy ma , hj zhang","handbook of multimedia computing ,",None
13151,0,the x-tree : an index structure for high-dimensional data,"s berchtold , d keim , h kriegel",vldb,1996,the sr-tree : an index structure for high dimensional data,"n katayama , s satoh","acm sigmod conference ,",None
13152,0,a performance evaluation of oid mapping techniques,"a eickler , c gerlhof , d kossmann",vldb,1995,a modeling technique for the performance analysis of web searching applications,"m scarpa , a puliafito , m villari , a zaia","ieee transactions on knowledge and data engineering ,",2004.0
13153,0,book review column,k aberer,sigmod record,2002,book review column,"er modeling , dt edited","sigmod record ,",2002.0
13154,0,a predicate-based caching scheme for client-server database architectures,"a keller , j basu",vldb j.,1996,"local disk caching for client-server database systems , '' 19th int","mj franklin , mj carey , m livny","conf . on very large data bases , dublin , ireland , august ,",None
13155,0,"proceedings of the 2002 acm sigmod international conference on management of data , madison , wisconsin , june 3-6 , 2002",None,None,2002,source international conference on management of data archive,"m carey , d schneider","proceedings of the 1995 acm sigmod international conference & hellip ; ,",1995.0
13156,0,storing semistructured data with stored,"a deutsch , m fernandez , d suciu",sigmod conference,1999,query rewriting for semistructured data,v vassalos,None,1999.0
13157,0,multiple-view self-maintenance in data warehousing environments,n huyn,vldb,1997,evaluation of materialized view indexing in data warehousing environments,"l bellatreche , k karlapalem , q li",None,None
13158,0,extraction of object-oriented structures from existing relational databases,"s ramanathan , j hodges",sigmod record,1997,integrating a structured-text retrievalsystemwithanobject-oriented databasesystem,"tw yan , j annevelink","proc 20th int conf on very large databases , santiago , chile ,",None
13159,0,using quantitative information for efficient association rule generation,"b pєssas , w jr. , m carvalho , r resende",sigmod record,2000,efficient algorithms for discovering association rules,"h mannila , h toivonen",None,None
13160,0,static detection of security flaws in object-oriented databases,k tajima,sigmod conference,1996,querying object-orienteddatabases,"wk michaelkifer , y sagiv","proc . of acm sigmod ,",None
13161,1,a logical foundation for deductive object-oriented databases,"m liu , g dobbie , t ling",acm trans . database syst .,2002,a logical foundation for deductive object-oriented databases,"m liu , g dobbie , tw ling","acm transactions on database systems ,",2002.0
13162,0,data mining with optimized two-dimensional association rules,"t fukuda , y morimoto , s morishita , t tokuyama",acm trans . database syst .,2001,mining multi-dimensional association rules using data cubes,"j han , m kamber , j chiang",None,None
13163,1,mpeg-7 standard for multimedia databases,None,None,2001,standard for multimedia databases,jr smith,"proceedings of the 2001 acm sigmod international conference & hellip ; ,",2001.0
13164,0,editor 's notes,m franklin,sigmod record,1998,editor 's notes,wmk trochim,"new directions for program evaluation ,",None
13165,0,repositories and object oriented databases,p bernstein,sigmod record,1998,introduction to object-oriented databases,w kim,None,None
13166,0,t2 : a customizable parallel database for multi-dimensional data,"c chang , a acharya , a sussman , j saltz",sigmod record,1998,a fondationfor multidimensional databases,"m gyssens , l lakshmanan",proceedings of the 23rd vldb,None
13167,0,chair 's message,None,None,1999,head/director 's message,rdae status,None,None
13168,0,approximate query translation across heterogeneous information sources,"k chang , h garcia-molina",vldb,2000,ordillejj ( 1996 ) queryingheterogeneous information sources using source descriptions,ra levya,proc . very large data bases,None
13169,0,guest editorial,None,None,2003,guest editorial,"a el abbadi , g schlageter , ky whang","the vldb journal the international journal on very large & hellip ; ,",2001.0
13170,0,performance issues in incremental warehouse maintenance,"w labio , j yang , y cui , h garcia-molina , j widom",vldb,2000,extracting delta for incremental data warehouse maintenance,"p ram , l do",None,None
13171,0,the mariposa distributed database management system,j sidell,sigmod record,1996,a survey of research and develoment in distributed database systems,"jb rothnie , n goodman","proc . 3rd int . conf very large databases , oct ,",None
13172,0,a system for watermarking relational databases,"r agrawal , p haas , j kiernan",sigmod conference,2003,vxmlr : a visual xml-relational database system,"a zhou , h lu , s zheng","proceedings of the international conference on very large & hellip ; ,",2001.0
13173,0,the x-tree : an index structure for high-dimensional data,"s berchtold , d keim , h kriegel",vldb,1996,modeling high-dimensional index structures using sampling,"ca lang , ak singh","sigmod conference ,",2001.0
13174,0,information retrieval from an incomplete data cube,c dyreson,vldb,1996,on representing incomplete information in a relational data base,"t imielinski , wl jr.","vldb ,",None
13175,1,the sr-tree : an index structure for high-dimensional nearest neighbor queries,"n katayama , s satoh",sigmod conference,1997,the sr-tree : an index structure for high-dimensional nearest neighbor query,"n katayama , s satoh",proceedings of 1997 acm sigmod international conference on,None
13176,0,"data management in ecommerce : the good , the bad , and the ugly",None,None,2000,data management issues in electronic commerce,mt oezsu,"sigmod record ,",1999.0
13177,1,online aggregation,"j hellerstein , p haas , h wang",sigmod conference,1997,"wang. , hj ( 1997 ) online aggregation","jm hellerstein , pj haas",proc . acmâ ?? sigmod conference on management of,None
13178,0,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,functions in databases,mh graham,"acm transactions on database systems ,",1983.0
13179,0,reminiscences on influential papers,None,None,1999,reminiscences on influential papers .,acms anthology,sigmod,1998.0
13180,0,medical information systems : characterization and challenges,"j ramirez , l smith , l peterson",sigmod record,1994,organizational characteristics and information systems : an exploratory investigation,"ph cheney , gw dickson","the academy of management journal ,",1982.0
13181,0,indexing multimedia databases ( tutorial ),None,None,1995,research issues on moving object databases ( tutorial ),o wolfson,"proc . acm sigmod conf ,",None
13182,1,storing semistructured data with stored,"a deutsch , m fernandez , d suciu",sigmod conference,1999,storing semistructured data with stored,"a deutsh , m fernandezâ ? ¦","proc of acm sigmod conf . on management of data ,",None
13183,0,the wasa2 object-oriented workflow management system,"g vossen , m weske",sigmod conference,1999,a workflow management system based on intelligent collaborative objects,"g fakas , b karakostas","information and software technology ,",1999.0
13184,0,anatomy of a native xml base management system,"t fiebig , s helmer , c kanne , g moerkotte , j neumann , r schiele , t westmann",vldb j.,2002,analytic models for database management system,i miyamoto,"proc . of int . conf . on vldb , sept ,",None
13185,0,revisiting commit processing in distributed database systems,"r gupta , j haritsa , k ramamritham",sigmod conference,1997,parallel and distributed database systems,a procedures,None,None
13186,0,similarity based retrieval of pictures using indices on spatial relationships,"a sistla , c yu , c liu , k liu",vldb,1995,haddad r. reasoning about spatial relationships in picture retrieval systems,"p sistla , c yu",None,None
13187,0,the a-tree : an index structure for high-dimensional spaces using relative approximation,"y sakurai , m yoshikawa , s uemura , h kojima",vldb,2000,pk-tree : a spatial index structure for high dimensional point data,"w wang , j yang , rr muntz",None,None
13188,1,an optimal and progressive algorithm for skyline queries,"d papadias , y tao , g fu , b seeger",sigmod conference,2003,"seeger : , b. 2003 . an optimal and progressive algorithm for skyline queries","d papadias , y tao , g fu",proceedings of the acm sigmod international conference on,None
13189,0,icicles : self-tuning samples for approximate query answering,"v ganti , m lee , r ramakrishnan",vldb,2000,the aqua approximate query answering system . sigmod 1999,"s acharya , pb gibbons , v poosala , s ramaswamy","proceedings acm sigmod international conference on & hellip ; ,",None
13190,1,agflow : agent-based cross-enterprise workflow management system,"l zeng , b benatallah , p nguyen , a ngu",vldb,2001,agflow : agent-based cross-enterprise workflow management system,"l zeng , b benatallah , p nguyen , ahh ngu","proceedings of the 27th international conference on very & hellip ; ,",2001.0
13191,0,query optimization for selections using bitmaps,m wu,sigmod conference,1999,query optimization for semistructured data,"j mchugh , j widom","proc . vldb ,",1999.0
13192,1,evaluating functional joins along nested reference sets in object-relational and object-oriented databases,"r braumandl , j clauпen , a kemper",vldb,1998,evaluating functional joins along nested reference sets in object-relational and object-oriented,"r braumandl , j claussen , a kemper","vldb ,",1998.0
13193,0,bulk-loading techniques for object databases and an application to relational data,"s amer-yahia , s cluet , c delobel",vldb,1998,migrating relational databases to object technology,a behm,None,None
13194,1,rainbow : multi-xquery optimization using materialized xml views,"x zhang , k dimitrova , l wang , m el-sayed , b murphy , b pielech , m mulchandani , l ding , e rundensteiner",sigmod conference,2003,rainbowii : multi-xquery optimization using materialized xml views,x zhang,None,None
13195,0,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,mining fuzzy quantitative association rules,w zhang,None,None
13196,1,cure : an efficient clustering algorithm for large databases,"s guha , r rastogi , k shim",sigmod conference,1998,"cure : an efficient clustering algorithm for large databases , acm-sigmod int . conf","s guha , r rastogi , k shim","management of data ( sigmodâ ?? 98 ) ,",None
13197,1,sql and management of external data,"j melton , j michels , v josifovski , k kulkarni , p schwarz , k zeidenstein",sigmod record,2001,sql and management of external data,gc introduction,"sigmod record ,",2001.0
13198,0,index nesting - an efficient approach to indexing in object-oriented databases,"b ooi , j han , h lu , k tan",vldb j.,1996,efficient garbage collection for large object-oriented databases,bh liskov,None,1996.0
13199,0,efficient mining of xml query patterns for caching,"l yang , m lee , w hsu",vldb,2003,efficient data mining for web navigation patterns,"d xing , j shen",None,None
13200,1,mocha : a self-extensible database middleware system for distributed data sources,"m rodriguez-martinez , n roussopoulos",sigmod conference,2000,mocha : a self-extensible database middleware system for distributed data sources,"m rodrä ± guez-martä ± nez , n roussopoulos","proceedings of the acm sigmod international conference on & hellip ; ,",2000.0
13201,0,advances in real-time database systems research,a bestavros,sigmod record,1996,advances in databases and information systems,"a caplinskas , j eder",None,None
13202,0,update propagation protocols for replicated databases,"y breitbart , r komondoor , r rastogi , s seshadri , a silberschatz",sigmod conference,1999,update synchronization in distributed databases,"wk cheng , gg belford","vldb ,",None
13203,0,the query by image content ( qbic ) system,"j ashley , m flickner , j hafner , d lee , w niblack , d petkovic",sigmod conference,1995,qbic : query by image and video content,"m flickner , h sawhney , w niblack , j ashley , q","ieee computer ,",None
13204,1,watermarking relational databases,"r agrawal , j kiernan",vldb,2002,watermarking relational databases,"r agrawal , j kiernan","vldb ,",2002.0
13205,0,archiving scientific data,"p buneman , s khanna , k tajima , w tan",sigmod conference,2002,compression of scientific data,y yi,None,None
13206,0,concurrency control in hierarchical multidatabase systems,"s mehrotra , h korth , a silberschatz",vldb j.,1997,logical concurrency control for large objects in a multidatabase system,gk attaluri,None,None
13207,0,challenges for global information systems,"a levy , a silberschatz , d srivastava , m zemankova",vldb,1994,global information systems quality : key issues and challenges,kg nelson,"journal of global information management ,",1996.0
13208,0,cache conscious algorithms for relational query processing,"a shatdal , c kant , j naughton",vldb,1994,efficient algorithms for processing xpath queries,"g gottlob , c koch , r pichler","acm transactions on database systems ,",2005.0
13209,1,specification and implementation of exceptions in workflow management systems,"f casati , s ceri , s paraboschi , g pozzi",acm trans . database syst .,1999,specification and implementation of exceptions in workflow management systems [ j ],pd milano,"acm transactions on database system ,",None
13210,0,guest editor 's introduction,None,None,2003,introduction,"v honavar , c higuera","machine learning ,",2001.0
13211,0,sleepers and workaholics : caching strategies in mobile environments,"d barbarс , t imielinski",sigmod conference,1994,semantic caching in a mobile environment : model and evahration,"hv leong , a si",submitted for,None
13212,0,parametric query optimization,"y ioannidis , r ng , k shim , t sellis",vldb j.,1997,design and analysis of parametric query optimization algorithms,s ganguly,"proceedings of the international conference on very large & hellip ; ,",1998.0
13213,0,an annotated bibliography on real-time database systems,ж ulusoy,sigmod record,1995,bibliography on temporal databases,md soo,"acm sigmod record ,",1991.0
13214,1,a multi-similarity algebra,"s adali , p bonatti , m sapino , v subrahmanian",sigmod conference,1998,andv . s. subrahmanian . a multi-similarity algebra,"s adal , p bonati , ml sapino",proc . of 1998 sigmod conference on management of,None
13215,0,the trigs active object-oriented database system - an overview,"g kappel , w retschitzegger",sigmod record,1998,integrating a structured-text retrieval system with an object-oriented database system,"tw yan , j annevelink","vldb ,",1994.0
13216,0,distance-based outliers : algorithms and applications,"e knorr , r ng , v tucakov",vldb j.,2000,algorithms for mining distance based outliers in large databases,"e knorr , r ng","proceedings of vldb , new york ,",None
13217,0,on views and xml,s abiteboul,sigmod record,1999,objects and views,"s abiteboul , aj bonner",None,None
13218,0,guest editor 's introduction,None,None,2003,guest editorial,gh rassool,"journal of advanced nursing ,",2000.0
13219,0,on the costs of multilingualism in database systems,"a kumaran , j haritsa",vldb,2003,special issue in parallelism in database systems,"m carey , p valduriez","the vldb journalâ ?? the international journal on very large & hellip ; ,",1993.0
13220,0,database management systems and the internet,s malaika,vldb,1996,human factors and the design of user interface management systems,a mclean,"information and software technology ,",None
13221,0,tutorial : data access,None,None,2000,tutorial database mining,r agrawal,"proceedings of the thirteenth acm sigact-sigmod-sigart & hellip ; ,",1994.0
13222,0,implementing lazy database updates for an object database system,"f ferrandina , t meyer , r zicari",vldb,1994,implementation techniques for main memory database systems,"djdwrh katz , f olken , ld shapiro , mr stonebraker ,",mt. proc . of acm,None
13223,0,qc-trees : an efficient summary structure for semantic olap,"l lakshmanan , j pei , y zhao",sigmod conference,2003,an efficient structure for string databases,"t kahveci , ak singh","vldb , rome , september ,",None
13224,0,eddies : continuously adaptive query processing,"r avnur , j hellerstein",sigmod conference,2000,continously adaptive continuous queries over streams,"s madden , m shah , j hellerstein , v raman",proc . of acm sigmod,None
13225,0,paradise : a database system for gis applications,p team,sigmod conference,1995,a dialogue interface for data base applications,r studer,"vldb ,",1980.0
13226,0,dwms : data warehouse management system,n mohan,vldb,1996,numerical database management system : a model,ooa daini,"proceedings of the 1982 acm sigmod international conference & hellip ; ,",1982.0
13227,1,improving timeliness in real-time secure database systems,"s son , r david , b thuraisingham",sigmod record,1996,improving timeliness in real-time secure database systems,"sh son , r david , b thuraisingham","sigmod record ,",1996.0
13228,0,converting relational to object-oriented databases,j fong,sigmod record,1997,views as first-class citizens in object-oriented databases,"r alhajj , f polat , c yãlmaz","the vldb journal the international journal on very large & hellip ; ,",2005.0
13229,0,managing intra-operator parallelism in parallel database systems,"m mehta , d dewitt",vldb,1995,parallelism and recovery in database systems,"r bayer , h heller , a reiser","acm transactions on database systems ,",1980.0
13230,0,exact : an extensible approach to active object-oriented databases,"o dэaz , a jaime",vldb j.,1997,the notion of active ob ject-oriented databases,s reich,None,None
13231,0,opt + + : an object-oriented implementation for extensible database query optimization,"n kabra , d dewitt",vldb j.,1999,an object-oriented approach to database system implementation,"a james baroody jr , dj dewitt","acm trans . database syst ,",1981.0
13232,0,rainbow : distributed database system for classroom education and experimental research,"a helal , h li",vldb,2000,notes on ddts : an apparatus for experimental research in distributed database management systems,"r elmasri , c devor , s rahimi","acm sigmod record ,",1981.0
13233,0,optimization of constrained frequent set queries with 2-variable constraints,"l lakshmanan , r ng , j han , a pang",sigmod conference,1999,mining frequent itemsets with convertible constraints,"j pei , j han , lvs lakshmanan",None,None
13234,0,heterogeneous database query optimization in db2 universal datajoiner,"s venkataraman , t zhang",vldb,1998,on semantic query optimization in deductive databases,"lvs lakshmanan , r missaoui",None,None
13235,0,chair 's message,None,None,2003,head/director 's message,rdae status,None,None
13236,0,"constructing and integrating data-centric web applications : methods , tools , and techniques",None,None,2003,"statistics in epidemiology : methods , techniques , and applications","h sahai , a khurshid",None,1996.0
13237,0,efficient ir-style keyword search over relational databases,"v hristidis , l gravano , y papakonstantinou",vldb,2003,efficient geometry-based similarity search of 3d spatial databases,da keim,"sigmod conference ,",1999.0
13238,0,providing database-like access to the web using queries based on textual similarity,w cohen,sigmod conference,1998,integration of heterogeneous databases without common domains using queries based textual similarity,w cohen,"proceedings of the acm sigmod international conference on & hellip ; ,",None
13239,0,editor 's notes,m franklin,sigmod record,2000,editors ' notes,"n van note chism , dj bickford","new directions for teaching and learning ,",None
13240,0,management of multidimensional discrete data,p baumann,vldb j.,1994,a fondationfor multidimensional databases,"m gyssens , l lakshmanan",proceedings of the 23rd vldb,None
13241,0,chair 's message,None,None,1997,sigcas chair 's message,cd martin,"computers and society ,",None
13242,0,a scalable algorithm for answering queries using views,"r pottinger , a levy",vldb,2000,"answering queries using views : a survey , 2000",ay levy,None,None
13243,1,reminiscences on influential papers,None,None,2001,influential papers,k ross,"acm sigmod record ,",2002.0
13244,0,a survey and critique of advanced transaction models,c mohan,sigmod conference,1994,a critique of ansi sql isolation levels,"j gray , uc berkeley",None,None
13245,0,storing semistructured data with stored,"a deutsch , m fernandez , d suciu",sigmod conference,1999,extracting schema from semistructured data,"s nestrov , s abiteboul , r motwani","proc . sigkddâ ?? 98 ,",None
13246,0,a hypertext query language for images,l yang,sigmod record,1994,xquery : a query language for xml,"s boag , d chamberlin , m fernandez , d florescu , j",None,None
13247,0,dwms : data warehouse management system,n mohan,vldb,1996,management system,csd recording,None,None
13248,0,electronic commerce : tutorial,"n adam , y yesha",sigmod conference,1998,editorial : electronic area,m bradshaw,"area ,",2001.0
13249,0,index nesting - an efficient approach to indexing in object-oriented databases,"b ooi , j han , h lu , k tan",vldb j.,1996,view definition in an object-oriented database,s monk,"information and software technology ,",None
13250,0,the mariposa distributed database management system,j sidell,sigmod record,1996,the ores temporal database management system,"b theodoulidis , a ait-braham , g andrianopoulos , j",proc . acm sigmod int &#39; l conf . management of,None
13251,0,integrating modelling systems for environmental management information systems,"d abel , k taylor , d kuo",sigmod record,1997,prescriptions for information systems planning in a turbulent environment,"h salmela , al lederer , t reponen",None,None
13252,0,fast algorithms for mining association rules in large databases,"r agrawal , r srikant",vldb,1994,discovery ofmultiple-level association rules fromlarge databases,"j han , y fu","proc . of the 21st int &#39; l conferenceon very large databases , & hellip ; ,",None
13253,1,efficiently mining long patterns from databases,r jr.,sigmod conference,1998,efficiently mining long patterns from databases,â ? ¦,"sigmod record ,",1998.0
13254,0,parametric query optimization,"y ioannidis , r ng , k shim , t sellis",vldb j.,1997,applying parametric query optimization to non-parametric query metrics,vrls vadali,None,2001.0
13255,1,semantic b2b integration,None,None,2001,semantic b2b integration,c bussler,None,None
13256,0,a raster approximation for processing of spatial joins,"g zimbrao , j souza",vldb,1998,integration of spatial join algorithms for processing multiple inputs,"n mamoulis , d papadias","sigmod conference ,",1999.0
13257,0,evaluating functional joins along nested reference sets in object-relational and object-oriented databases,"r braumandl , j clauпen , a kemper",vldb,1998,realizing relational style operators and views in the oggetto object-oriented database system,j mariani,"information and software technology ,",1993.0
13258,0,efficient progressive skyline computation,"k tan , p eng , b ooi",vldb,2001,efficient robust parallel computations,"zm kedem , kv palem , pg spirakis","proceedings of the twenty-second annual acm symposium on & hellip ; ,",1990.0
13259,0,temporal database bibliography update,"v tsotras , a kumar",sigmod record,1996,temporal databases,rt snodgrass,None,None
13260,0,parallel evaluation of multi-join queries,"a wilschut , j flokstra , p apers",sigmod conference,1995,simultaneous optimization and evaluation of multiple dimensional queries,"y zhao , p deshpande , jf naughton , a shukla","sigmod conference ,",1998.0
13261,0,on the computation of multidimensional aggregates,"s agarwal , r agrawal , p deshpande , a gupta , j naughton , r ramakrishnan , s sarawagi",vldb,1996,an array-based algorithm for simultaneous multidimensional aggregates,"z yihong , p deshpande , j naughton",None,1997.0
13262,0,multi-dimensional database allocation for parallel data warehouses,"t stіhr , h mфrtens , e rahm",vldb,2000,"a foundation for multi-dimensional databases . in : dayal u , gray pmd , nishio s eds","m gyssens , lvs lakshmanan",None,1997.0
13263,0,dynamic xml documents with distribution and replication,"s abiteboul , a bonifati , g cobena , i manolescu , t milo",sigmod conference,2003,distribution design for xml documents,"p bag , p north , n zealand",None,None
13264,0,promises and realities of active database systems,"e simon , a dittrich",vldb,1995,issues and approaches to design of real-time database systems,m singhal,"sigmod record ,",1988.0
13265,0,on the discovery of interesting patterns in association rules,"s ramaswamy , s mahajan , a silberschatz",vldb,1998,discovery of interesting association rules from livelink web log data,"x huang , a an , n cercone , g promhouse",None,None
13266,0,caching technologies for web applications,c mohan,vldb,2001,switching mode circuits for wireless applications,r magoon,None,1997.0
13267,0,mining generalized association rules,"r srikant , r agrawal",vldb,1995,mining fuzzy association rules in a bank-account database,"wh au , kcc chan","ieee transactions on fuzzy systems ,",2003.0
13268,0,"probabilistic temporal databases , i : algebra","a dekhtyar , r ross , v subrahmanian",acm trans . database syst .,2001,temporal databases,j chomicki,None,None
13269,0,storing and querying ordered xml using a relational database system,"i tatarinov , s viglas , k beyer , j shanmugasundaram , e shekita , c zhang",sigmod conference,2002,storage and retrieval of xml documents using object-relational databases,"t shimura , m yoshikawa , s uemura",None,None
13270,1,supporting multiple view maintenance policies,"l colby , a kawaguchi , d lieuwen , i mumick , k ross",sigmod conference,1997,supporting multiple view maintenance policies,"ls colby , a kawaguchi , df lieuwen , is mumick , ka","proceedings of the 1997 acm sigmod international conference & hellip ; ,",1997.0
13271,1,guest editor 's introduction,None,None,2002,data management issues in electronic commerce guest editor 's introduction,a dogac,"sigmod record ,",2002.0
13272,0,revisiting commit processing in distributed database systems,"r gupta , j haritsa , k ramamritham",sigmod conference,1997,production rules in parallel and distributed database systems,"s ceri , j widom","proceedings of the 18th vldb conference , aug ,",None
13273,0,dataguides : enabling query formulation and optimization in semistructured databases,"r goldman , j widom",vldb,1997,a query languageand optimizationtechnieques for unstructured data,"p buneman , s davidson , g hillebrand , d suciu",proceedings of the acm sigmod international conference on,None
13274,0,relational data sharing in peer-based data management systems,"b ooi , y shu , k tan",sigmod record,2003,current status of r & d in trusted database management systems,b thuraisingham,"acm sigmod record ,",1992.0
13275,0,re-tree : an efficient index structure for regular expressions,"c chan , m garofalakis , r rastogi",vldb j.,2003,the sr-tree : an index structure for high dimensional data,"n katayama , s satoh","acm sigmod conference ,",None
13276,0,efficiently publishing relational data as xml documents,"j shanmugasundaram , e shekita , r barr , m carey , b lindsay , h pirahesh , b reinwald",vldb,2000,xperanto : a middleware for publishing object-relational data as xml documents,"jsess subramanian , m carey , j kiernan","proceedings of the 26th vldb conference , cairo , egypt ,",None
13277,0,index configuration in object-oriented databases,e bertino,vldb j.,1994,semantics and implementation of schema evolution in object-oriented database systems,"j banerjee , w kim , hj kim , hf korth",proceedings of the international conference on management of,None
13278,0,mind your vocabulary : query mapping across heterogeneous information sources,"k chang , h garcia-molina",sigmod conference,1999,querying heteregeneous information sources using source descriptions,"alj ordille , a rajaraman","international conference on very large data bases ( vldb ) ,",None
13279,0,automatic segmentation of text into structured records,"v borkar , k deshmukh , s sarawagi",sigmod conference,2001,using the structure of web sites for automatic segmentation of tables . to appear in,"k lerman , l getoor , s minton , ca knoblock","proc . of the acm sigmod int . conf . on management of data ,",None
13280,0,optimization of dynamic query evaluation plans,"r cole , g graefe",sigmod conference,1994,efficient mid-query re-optimization of sub-optimal query execution plans,"n kabra , dj dewitt","sigmod conference ,",1998.0
13281,0,energy and rate based mac protocol for wireless sensor networks,"r kannan , r kalidindi , s iyengar , v kumar",sigmod record,2003,"eenergy-efficient communication protocol for information dissemination in wireless sensor networks ,","wr heinzelman , j kulik , h balakrishnan",proc . acm,None
13282,0,the ccube constraint object-oriented database system,"a brodsky , v segal , j chen , p exarkhopoulo",sigmod conference,1999,a survey of object oriented database systems,rw thearle,"conference proceedings on data management 91 table of & hellip ; ,",1992.0
13283,0,safe query languages for constraint databases,p revesz,acm trans . database syst .,1998,language constructs for programming active databases,"r hull , d jacobs","vldb ,",1991.0
13284,1,answering queries with aggregation using views,"d srivastava , s dar , h jagadish , a levy",vldb,1996,answering queries with aggregation using views,"d sristava , s dar , hv jagadish , a levy","proc . of intl. conf . on very large data bases ,",None
13285,0,normalization in oodb design,b lee,sigmod record,1995,information visualization : perception for design,c ware,None,2000.0
13286,0,efficient checking of temporal integrity constraints using bounded history encoding,j chomicki,acm trans . database syst .,1995,local checking of global integrity constraints,"a gupta , j widom","proceedings of the acm sigmod international conference on & hellip ; ,",None
13287,0,data mining : practical machine learning tools and techniques - book review,j geller,sigmod record,2002,data mining : practical machine learning tools and techniques with java implementations,"ih witten , e frank",None,1999.0
13288,1,a multimedia presentation algebra,"s adali , m sapino , v subrahmanian",sigmod conference,1999,a multimedia presentation algebra,"s adah , ml sapino , vs subrahmanian","acm sigmod , philadelphia ,",1999.0
13289,0,editor 's ( farewell ) notes,None,None,1995,editors ' notes,"r picciotto , rc rist","new directions for program evaluation ,",1995.0
13290,1,performance tradeoffs for client-server query processing,"m franklin , b jѓnsson , d kossmann",sigmod conference,1996,performance tradeoffs for client-server query execution,"m franklin , b jonsson , d kossmann",acm sigmod international conference on the management of,None
13291,0,the araneus web-base management system,"g mecca , p atzeni , a masci , p merialdo , g sindoni",sigmod conference,1998,the architecture of an active data base management system,dr mccarthy,None,None
