_id,ltable_id,rtable_id,label,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year
16930,958,3743,0,boat-optimistic decision tree construction,"j gehrke , v ganti , r ramakrishnan , w loh",sigmod conference,1999,rainforest-a framework for fast decision tree construction of,l datasets,None,None
16931,1856,30586,0,power efficient data gathering and aggregation in wireless sensor networks,"h tan , i korpeoglu",sigmod record,2003,an adaptive energy-efficient and low-latency mac for data gathering in wireless sensor networks,"g lu , b krishnamachari , cs raghavendra",None,None
16932,1981,51174,0,a cost model for clustered object-oriented databases,"g gardarin , j gruser , z tang",vldb,1995,a visual language for object-oriented databases .,if cruz,"international conference on management of data ,",None
16933,1217,42091,0,multimediaminer : a system prototype for multimedia data mining,"o zaяane , j han , z li , s chee , j chiang",sigmod conference,1998,medsman : a streaming data management system over live multimedia,"b liu , a gupta , r jain","proceedings of the 13th annual acm international conference & hellip ; ,",2005.0
16934,1065,32599,0,query rewriting for semistructured data,"y papakonstantinou , v vassalos",sigmod conference,1999,qursed : querying and reporting semistructured data,"y papakonstantinou , m petropoulos , v vassalos",None,None
16935,104,9039,0,query processing in tertiary memory databases,s sarawagi,vldb,1995,query processing in main memory database management systems,"mj carey , tj lehman",proceedings of acm sigmod,None
16936,2588,44425,0,guest editor 's introduction,None,None,2002,"time , labour and consumption : guest editor 's introduction",j schor,"time and society ,",1998.0
16937,658,55562,0,online query processing,None,None,2001,approximate query processing using wavelets,"k chakrabarti , m garofalakis , r rastogi , k shim","the vldb journal the international journal on very large & hellip ; ,",2001.0
16938,2284,28883,0,incremental computation and maintenance of temporal aggregates,"j yang , j widom",vldb j.,2003,incremental maintenance of aggregate and outerjoin,"h gupta , is mumick","technical report , stanford university ,",None
16939,359,39715,0,chair 's message,None,None,2000,head/director 's message,rdae status,None,None
16940,2389,34362,0,constant time permutation : an efficient block allocation strategy for variable-bit-rate continuous media data,"y huang , j ding , s tsao",vldb j.,1999,constant time permutation : an efficient block allocation strategy for variable-bit-rate continuous,"ym huang , jw ding , sl tsao","the vldb journal the international journal on very large & hellip ; ,",1999.0
16941,1213,17648,0,parallel mining algorithms for generalized association rules with classification hierarchy,"t shintani , m kitsuregawa",sigmod conference,1998,an efficient algorithm for mining association rules in large databases,"a savasere , e omiecinski , s navathe",None,1995.0
16942,758,13923,0,the mariposa distributed database management system,j sidell,sigmod record,1996,a distributed object manager for the smalltalk-80 system,d decouchant,"acm press frontier series ,",1989.0
16943,891,44159,0,the new middleware,r finkelstein,sigmod record,1995,the middleware muddle,d ritter,"sigmod record ,",1998.0
16944,2310,51719,0,formal query languages for secure relational databases,"m winslett , k smith , x qian",acm trans . database syst .,1994,system for relational quey languages,"di howetls , nj fiddian , wa gray , ass meta -","proc . 12th intl. conf . on vldb ,",None
16945,144,4143,1,"preservation of digital data with self-validating , self-instantiating knowledge-based archives","b ludфscher , r marciano , r moore",sigmod record,2001,"preservation of digital data with self-validating , self-instantiating knowledge-based archives",", r marciano , r moore",None,None
16946,758,53663,0,the mariposa distributed database management system,j sidell,sigmod record,1996,bilvideo video database management system,"o ulusoy , c alper",None,None
16947,1288,24667,0,scalable parallel data mining for association rules,"e han , g karypis , v kumar",sigmod conference,1997,a new algorithm for faster mining of generalized association rules,"j hipp , a myka , r wirth",None,None
16948,2287,14331,1,instance-based attribute identification in database integration,"c cecil , r chiang , e lim",vldb j.,2003,instance-based attribute identification in database integration,"ceh chua , rhl chiang , ep lim","the vldb journal the international journal on very large & hellip ; ,",2003.0
16949,411,37373,0,panel : querying networked databases,"n koudas , d srivastava",sigmod conference,2003,modeling and querying video databases,"c decleir , ms hacid",None,None
16950,1518,56131,0,static detection of security flaws in object-oriented databases,k tajima,sigmod conference,1996,features of the orion object-oriented database system,"w kim , n ballou , ht chou , jf garza , d woelk","acm press frontier series ,",1989.0
16951,1808,39394,1,relaxed transaction processing,"m singh , c tomlinson , d woelk",sigmod conference,1994,relaxed transaction processing,"mp singh , c tomlinson , d woelk",None,None
16952,65,62155,0,an approach for building secure database federations,"d jonscher , k dittrich",vldb,1994,an approach to storing semistructured data in relational databases,kv magalhaes,"msc thesis , department of computer science , federal university",None
16953,331,35139,1,new tpc benchmarks for decision support and web commerce,"m pіss , c floyd",sigmod record,2000,new tpc benchmarks for decision support and web commerce,gc introduction,"sigmod record ,",2000.0
16954,1057,58120,0,mind your vocabulary : query mapping across heterogeneous information sources,"k chang , h garcia-molina",sigmod conference,1999,object exchange across heterogeneous information sources,"mj carey , lm haas , pm schwarz , m arya , wf cody , r","technical report , stanford university ,",None
16955,1068,4751,1,storing semistructured data with stored,"a deutsch , m fernandez , d suciu",sigmod conference,1999,storing semistructured data with stored,"ad dfs , m fernandez , d suciu","proc . of acm sigmod conf . on management of data , & hellip ; ,",None
16956,632,35131,0,repositories and object oriented databases,p bernstein,sigmod record,1998,distributed objects and object databases,t jebb,"bt technology journal ,",1997.0
16957,607,35097,0,krdb ' 98 : the 5th international workshop on knowledge representation meets databases,None,None,1998,international workshop on web and databases,c san diego,None,None
16958,960,61078,0,description logics for semantic query optimization in object-oriented database systems,"d beneventano , s bergamaschi , c sartori",acm trans . database syst .,2003,opt + + : an object-oriented implementation for extensible database query optimization,"n kabra , dj dewitt","the vldb journal the international journal on very large & hellip ; ,",1999.0
16959,167,2656,0,report on the 8th international workshop on knowledge representation meets databases ( krdb ),None,None,2001,report on the first ieee international workshop on networking meets databases ( netdbâ ?? 05 ),"c shahabi , r govindan , k aberer","sigmod record ,",2005.0
16960,298,33391,0,the implementation and performance of compressed databases,"t westmann , d kossmann , s helmer , g moerkotte",sigmod record,2000,characterization and optimization of commit processing performance in distributed database systems,"j haritsa , k ramamritham , r gupta",None,None
16961,1263,2681,1,transaction timestamping in ( temporal ) databases,"c jensen , d lomet",vldb,2001,transaction timestamping in ( temporal ) databases,"cs jensen , db lomet","proceedings of the international conference on very large & hellip ; ,",2001.0
16962,1133,14619,1,cure : an efficient clustering algorithm for large databases,"s guha , r rastogi , k shim",sigmod conference,1998,"rastogir. , cure a. , an efficient clustering algorithm for large data bases",s guha,"& hellip ; 1998 , acm sigmod international conference on management of",None
16963,1156,3833,1,incremental distance join algorithms for spatial databases,"g hjaltason , h samet",sigmod conference,1998,incremental distance join algorithms for spatial databases,grhh samet,proc . of the acm sigmod,None
16964,1049,50293,0,the ccube constraint object-oriented database system,"a brodsky , v segal , j chen , p exarkhopoulo",sigmod conference,1999,integrating active concepts into an object-oriented database system .,acms anthology,None,None
16965,2125,17066,0,discover : keyword search in relational databases,"v hristidis , y papakonstantinou",vldb,2002,efficient ir-style keyword search over relational databases,v hristidis,"proceedings of the international conference on very large & hellip ; ,",2003.0
16966,1120,14114,1,exploratory mining and pruning optimizations of constrained association rules,"r ng , l lakshmanan , j han , a pang",sigmod conference,1998,et ai . exploratory mining and pruning optimizations of constrained associations rules,"nrl lvs , j han",None,1998.0
16967,197,55673,1,approximate join processing over data streams,"a das , j gehrke , m riedewald",sigmod conference,2003,approximate join processing over data streams,"a das , j gehrke , m riedewald",None,None
16968,1180,61833,0,integrating mining with relational database systems : alternatives and implications,"s sarawagi , s thomas , r agrawal",sigmod conference,1998,x-ray-towards integrating xml and relational database systems,"g kappel , e kapsammer , s rausch-schott , w","lecture notes in computer science ,",2000.0
16969,1447,11541,0,dbminer : interactive mining of multiple-level knowledge in relational databases,"j han , y fu , w wang , j chiang , o zaяane , k koperski",sigmod conference,1996,integration of data mining and relational databases,"a netz , s chaudhuri , j bernhardt , u fayyad",proc .,2000.0
16970,1816,61859,0,parallel database systems in the 1990 's,m carey,sigmod conference,1994,dynamic load balancing in parallel database systems,e rahm,None,None
16971,2611,5398,0,storage estimation for multidimensional aggregates in the presence of hierarchies,"a shukla , p deshpande , j naughton , k ramasamy",vldb,1996,on the computation of multidimensional aggregates,"s agarwal , r agrawal , p deshpande , a gupta , jf","& hellip ; international conference on very large data bases table of & hellip ; ,",1996.0
16972,474,58227,0,dbcache : database caching for web application servers,"m altinel , q luo , s krishnamurthy , c mohan , h pirahesh , b lindsay , h woo , l brown",sigmod conference,2002,mtcache : mid-tier database caching for sql server,"palj goldstein , h guo , j zhou",None,None
16973,1264,7560,0,the araneus web-base management system,"g mecca , p atzeni , a masci , p merialdo , g sindoni",sigmod conference,1998,dwms : data warehouse management system,n mohan,"proceedings of the international conference on very large & hellip ; ,",1996.0
16974,918,34353,1,towards data mining benchmarking : a testbed for performance study of frequent pattern mining,"j pei , r mao , k hu , h zhu",sigmod conference,2000,towards data mining benchmarking : a test bed for performance study of frequent pattern mining,"j pei , r mao , k hu , h zhu","proceedings of the 2000 acm sigmod international conference & hellip ; ,",2000.0
16975,2441,50751,1,database indexing for large dna and protein sequence collections,"e hunt , m atkinson , r irving",vldb j.,2002,database indexing for large dna and protein sequence collections,"e hunt , mp atkinson , rw irving","the vldb journal the international journal on very large & hellip ; ,",2002.0
16976,333,29360,0,constraint databases : a tutorial introduction,j bussche,sigmod record,2000,an introduction to spatial databases,a guting,"vldb journal ,",None
16977,1883,16923,0,multiple-view self-maintenance in data warehousing environments,n huyn,vldb,1997,aggregate-query processing in data warehousing environments,"a gupta , v harinarayan , d quass","vldb ,",1995.0
16978,1350,6890,0,managing intervals efficiently in object-relational databases,"h kriegel , m pіtke , t seidl",vldb,2000,object-oriented querrying of existing relational databases,"da keim , hp kriegel , a miethsam",None,None
16979,2610,38562,0,reminiscences an influential papers,None,None,2003,reminiscences on influential papers,ka ross,sigmod,2002.0
16980,39,5487,1,benchmarking spatial join operations with spatial output,"e hoel , h samet",vldb,1995,benchmarking spatial join operations with spatial output . 606-618,"eg hoel , h samet",None,1995.0
16981,1863,1621,1,principles of optimally placing data in tertiary storage libraries,"s christodoulakis , p triantafillou , f zioga",vldb,1997,"triantaâ ® llou , p. , zioga , f. , 1997 . principles of optimally placing data in tertiary storage",s christodoulakis,proceedings of the 23rd vldb,None
16982,2560,62603,0,the tv-tree : an index structure for high-dimensional data,"k lin , h jagadish , c faloutsos",vldb j.,1994,an adaptive index structure for high-dimensional similarity search,"p wu , bs manjunath , s chandrasekaran",None,None
16983,667,44147,0,advances in real-time database systems research,a bestavros,sigmod record,1996,"priority-based scheduling in real-time database systems , ''","sh son , ch chang","proceedings of the 15th vldb conference ,",None
16984,364,19244,0,location-based spatial queries,"j zhang , m zhu , d papadias , y tao , d lee",sigmod conference,2003,a notation for spatiotemporal queries,"vj tsotras , cs jensen , rt snodgrass","acm sigmod record ,",1998.0
16985,814,19807,1,turbo-charging vertical mining of large databases,"p shenoy , j haritsa , s sudarshan , g bhalotia , m bawa , d shah",sigmod conference,2000,turbo-charging vertical mining of large databases . in 2000 acm sigmod intl,"p shenoy , jr haritsa , s sudarshan , g bhalotia , m",conference on management of,None
16986,1491,29138,0,lore : a lightweight object repository for semistructured data,"d quass , j widom , r goldman , k haas , q luo , j mchugh , s nestorov , a rajaraman , h rivero , s abiteboul , j ullman , j wiener",sigmod conference,1996,query optimization for semistructured data,"j mchugh , j widom","proc . vldb ,",1999.0
16987,2505,6070,0,algebraic query optimisation for database programming languages,"a poulovassilis , c small",vldb j.,1996,query optimization for codasyl database systems,"u dayal , n goodman",None,None
16988,2564,18926,0,index configuration in object-oriented databases,e bertino,vldb j.,1994,extraction of object-oriented structures from existing relational databases,"s ramanathan , j hodges","sigmod record ,",1997.0
16989,1758,52335,1,massive stochastic testing of sql,d slutz,vldb,1998,massive stochastic testing of sql,dr slutz,"proceedings of the international conference on very large & hellip ; ,",1998.0
16990,1192,55562,1,approximate query processing using wavelets,"k chakrabarti , m garofalakis , r rastogi , k shim",vldb,2000,approximate query processing using wavelets,"k chakrabarti , m garofalakis , r rastogi , k shim","the vldb journal the international journal on very large & hellip ; ,",2001.0
16991,2033,57556,0,webservice composition with o'grape and osiris,"r weber , c schuler , p neukomm , h schuldt , h schek",vldb,2003,web services : foundation and composition,"j hã 1/4 ndling , m weske","electronic markets ,",2003.0
16992,408,9936,0,guest editor 's introduction,None,None,1998,guest editors note,"r alt , hd zimmermann","electronic markets ,",None
16993,238,61335,0,rp * : a family of order preserving scalable distributed data structures,"w litwin , m neimat , d schneider",vldb,1994,lh * : a scalable distributed data structure . ( nov. 1993 ) . to app,"w litwin , ma neimat , d schneider",None,None
16994,2147,7074,0,the denodo data integration platform,"a pan , j raposo , m сlvarez , p montoto , v orjales , j hidalgo , l ardao , a molano , с viёa",vldb,2002,the nimble integration system,"d draper , ay halevy , ds weld","proc . of sigmod ,",None
16995,2086,10586,0,on the minimization of xpath queries,"s flesca , f furfaro , e masciari",vldb,2003,optimization of queries with user-defined predicates,"s chaudhuri , k shim","acm transactions on database systems ,",1999.0
16996,1735,56218,0,wavecluster : a multi-resolution clustering approach for very large spatial databases,"g sheikholeslami , s chatterjee , a zhang",vldb,1998,a wavelet-based clustering approach for spatial data in very large databases the vldb journal,"f sheikholeslami , s chatterjee , az wavecluster",None,None
16997,1941,19345,1,the query optimizer in tandem 's new serverware sql product,p celis,vldb,1996,the query optimizer in tandem 's new serverware sql product,p celis,"proceedings of the international conference on very large & hellip ; ,",1996.0
16998,1977,8670,0,aggregate-query processing in data warehousing environments,"a gupta , v harinarayan , d quass",vldb,1995,aggregate processing in parallel rdbms,"a shatdal , jf naughton","proceedings of the acm sigmod conference , san jose , & hellip ; ,",None
16999,854,59013,1,synchronizing a database to improve freshness,"j cho , h garcia-molina",sigmod conference,2000,"garcia-molina , h. : synchronizing a database to improve freshness",j cho,& hellip ; of 2000 acm international conference on management of data,None
17000,947,44519,0,approximate computation of multidimensional aggregates of sparse data using wavelets,"j vitter , m wang",sigmod conference,1999,computing multidimensional aggregates in parallel,"w liang , me orlowska",None,None
17001,1813,5535,1,effective & efficient document ranking without using a large lexicon,y ogawa,vldb,1996,effective & efficient document ranking without using a large lexicon,y ogawa,"proceedings of the 22th international conference on very & hellip ; ,",1996.0
17002,1833,4155,1,dblearn : a system prototype for knowledge discovery in relational databases,"j han , y fu , y huang , y cai , n cercone",sigmod conference,1994,dblearn : a system prototype for knowledge discovery in relational databases - group of 7 & raquo ;,"j han , y fu , y huang , y cai , n cercone","proceedings of the 1994 acm sigmod international conference & hellip ; ,",1994.0
17003,1048,2968,0,the aqua approximate query answering system,"s acharya , p gibbons , v poosala , s ramaswamy",sigmod conference,1999,join synopses for approximate query answering,"s acharya , pb gibbons",None,None
17004,2249,14618,0,declarative updates of relational databases,w chen,acm trans . database syst .,1995,hierarchical schemata for relational databases,ye lien,"acm transactions on database systems ( tods ) ,",1981.0
17005,2515,24705,0,data placement in shared-nothing parallel database systems,"m mehta , d dewitt",vldb j.,1997,signature caching in parallel object database systems,k norvag,"information and software technology ,",2002.0
17006,2528,47913,0,mariposa : a wide-area distributed database system,"m stonebraker , p aoki , w litwin , a pfeffer , a sah , j sidell , c staelin , a yu",vldb j.,1996,distributed query processing in database systems,"r epstein , m stonebraker , e wong","proc . acm sigmod , austin . tx . june ,",None
17007,11,37797,0,retrieval of composite multimedia objects,"s chaudhuri , s ghandeharizadeh , c shahabi",vldb,1995,retrieval scheduling for multimedia databases,"ml escobar-molano , da barrett , z genova , l zhang",None,None
17008,2493,43036,1,picodbms : scaling down database techniques for the smartcard,"p pucheral , l bouganim , p valduriez , c bobineau",vldb j.,2001,"picodbms : scaling down database techniques for the smartcard ' , 26th int . conf . on very large data","c bobineau , l bouganim , p pucheral , p valduriez","cairo , september ,",None
17009,19,59896,0,mining generalized association rules,"r srikant , r agrawal",vldb,1995,an effective hash-based algorithm for mining association rules,"js park , ps yu",None,None
17010,631,44852,0,communication efficient distributed mining of association rules,"a schuster , r wolff",sigmod conference,2001,privacy-preserving distributed mining of association rules on horizontally partitioned data,"c clifton , m kantarcä ± oä?lu","proc . of acm sigmod workshop on data mining and knowledge & hellip ; ,",None
17011,184,32063,0,advanced xml data processing - guest editor 's introduction,k aberer,sigmod record,2001,guest editor 's introduction,sa goldman,"machine learning ,",1995.0
17012,2251,61747,0,quorum consensus in nested transaction systems,"k goldman , n lynch",acm trans . database syst .,1994,concurrency control issues in nested transactions,"t hã $ rder , k rothermel","the vldb journal the international journal on very large & hellip ; ,",1993.0
17013,1377,29405,0,query optimization at the crossroads ( panel ),s chaudhuri,sigmod conference,1997,query optimization for parallel execution,s ganguly,None,None
17014,1953,4755,0,an efficient algorithm for mining association rules in large databases,"a savasere , e omiecinski , s navathe",vldb,1995,querying large text databases for efficient information extraction,"e agichtein , l gravano",None,None
17015,17,43107,0,managing intra-operator parallelism in parallel database systems,"m mehta , d dewitt",vldb,1995,database buer paging in virtual storage systems,"t lang , c wood , e fernandez","acm transactions on database systems ( 2 ) ,",None
17016,2403,13989,0,wavecluster : a wavelet based clustering approach for spatial data in very large databases,"g sheikholeslami , s chatterjee , a zhang",vldb j.,2000,cure : a clustering algorithm for large databases,"s guha , r rastogi , k shim","proc . of the acm sigmod conference on management of data , & hellip ; ,",None
17017,1212,37532,0,a scalable algorithm for answering queries using views,"r pottinger , a levy",vldb,2000,answering queries with aggregation using views,"d sristava , s dar , hv jagadish , a levy","proc . of intl. conf . on very large data bases ,",None
17018,2466,56443,0,guest editorial,None,None,2002,editorial,rr knight,"bt technology journal ,",1998.0
17019,399,23243,0,continuously adaptive continuous queries over streams,"s madden , m shah , j hellerstein , v raman",sigmod conference,2002,continuous queries over data streams,"j widom , s babu","sigmod record ,",None
17020,1066,1557,0,a prototype content-based retrieval system that uses virtual images to save space,"l brown , l gruenwald",vldb,2001,spire : a progressive content-based spatial image retrieval engine,"cs li , ld bergman , yc chang , v castelli , jr smith","sigmod record ,",2000.0
17021,2066,23467,0,the history of histograms ( abridged ),y ioannidis,vldb,2003,the history of fortran,j backus,"history of programming languages ,",None
17022,2431,6097,0,enhanced abstract data types in object-relational databases,p seshadri,vldb j.,1998,the case for enhanced abstract data types . 23rd vldb conf,"p seshadri , m livny , r ramakrishnan","athens , greece ,",None
17023,1618,2345,0,incremental maintenance of views with duplicates,"t griffin , l libkin",sigmod conference,1995,incremental maintenance of materialized ontologies,"r volz , s staab , b motik","lecture notes in computer science ,",None
17024,178,18318,0,continuous queries over data streams,"s babu , j widom",sigmod record,2001,online appendix to characterizing memory requirements for queries over continuous data streams,j widom,"acm transactions on database systems ,",2004.0
17025,90,43168,1,an effective deductive object-oriented database through language integration,"m barja , n paton , a fernandes , m williams , a dinn",vldb,1994,an effective dood through language integration,"m barja , n paton , aaa fernandes , mh williams , a","proceedings of the 20th international conference on very & hellip ; ,",None
17026,2101,30493,1,"aquery : query language for ordered data , optimization techniques , and experiments","a lerner , d shasha",vldb,2003,"aquery : query language for ordered data , optimization techniques","a lerner , d shasha","and experiments . technical report , march 2003 . csdocs . cs . nyu .",None
17027,2568,20026,0,sampling large databases for association rules,h toivonen,vldb,1996,shrikant . mining association rules between sets of items in large databases,"r agrawal , t imielinski andr",proceedings of acm sigmod conference on management of,None
17028,604,28758,0,the trigs active object-oriented database system - an overview,"g kappel , w retschitzegger",sigmod record,1998,naos : efficient and modular capabilities in an object-oriented database system,"c collet , t coupaye , t svensen","20 thint . conf . on vldb ,",None
17029,1239,27639,0,smooth - a distributed multimedia database system,"h kosch , l bіszіrmщnyi , a bachlechner , c hanin , c hofbauer , m lang , c riedler , r tusch",vldb,2001,mpeg-7 and multimedia database systems,h kosch,"sigmod record ,",2002.0
17030,1252,27555,1,walking through a very large virtual environment in real-time,"l shou , j chionh , z huang , y ruan , k tan",vldb,2001,walking through a very large virtual environment in real-time,"l shou , j chionh , z huang , y ruan , kl tan","proceedings of the 27th international conference on very & hellip ; ,",2001.0
17031,2525,12789,0,thщmis : a database programming language handling integrity constraints,"v benzaken , a doucet",vldb j.,1995,programming languages and databases,mp atkinson,"vldb ,",1978.0
17032,1421,53805,1,query caching and optimization in distributed mediator systems,"s adali , k candan , y papakonstantinou , v subrahmanian",sigmod conference,1996,optimization in distributed mediator systems,"s adali , ks candan , y papakonstantinou , vs","proc . acm sigmod ,",None
17033,1536,47512,0,fast algorithms for maintaining replica consistency in lazy master replicated databases,"e pacitti , p minet , e simon",vldb,1999,maintaining database consistency in heterogeneous distributed databasesystems,"s mehrotra , r rastogi , hf korth , a silberschatz",None,1991.0
17034,2396,27639,0,view management in multimedia databases,"k candan , e lemar , v subrahmanian",vldb j.,2000,mpeg-7 and multimedia database systems,h kosch,"sigmod record ,",2002.0
17035,19,13394,0,mining generalized association rules,"r srikant , r agrawal",vldb,1995,a new sql-like operator for data mining association rules,"r meo , g psaila , s ceri","proceedings of the 22nd vldb conference , bombay , indien ,",None
17036,961,50887,0,editor 's notes,a segev,sigmod record,1994,editor 's notes,rh silkman,"new directions for program evaluation ,",None
17037,1074,20719,0,petabyte databases,None,None,1999,temporal databases,rt snodgrass,None,None
17038,1298,55698,0,improved query performance with variant indexes,"p o'neil , d quass",sigmod conference,1997,improving main-memory index performance with partial key information,"p bohannon , p mcilroy , r rastogi","proceedings of the 2001 sigmod conference , may ,",None
17039,2432,31079,0,exact : an extensible approach to active object-oriented databases,"o dэaz , a jaime",vldb j.,1997,an axiomatic model for deductive object-oriented databases,"zt kardkovacs , gm suranyi",None,None
17040,798,6239,0,metu interoperable database system,"a dogac , c dengi , e kilic , g жzhan , f ozcan , s nural , c evrendilek , u halici , i arpinar , p koksal , n kesim , s mancuhan",sigmod record,1995,interoperability in multidatabase systems,"d mcleod , a sheth","tutorial notes-the 20th vldb conference , september ,",None
17041,2406,18974,0,effective timestamping in databases,"k torp , c jensen , r snodgrass",vldb j.,2000,belief reasoning in mls deductive databases,hm jamil,"sigmod conference ,",1999.0
17042,1051,468,0,querying xml views of relational data,"j shanmugasundaram , j kiernan , e shekita , c fan , j funderburk",vldb,2001,querying multiple features of groups in relational databases,"d chatziantoniou , ka ross","proceedings of the international conference on very large & hellip ; ,",1996.0
17043,570,6485,0,lore : a database management system for semistructured data,"j mchugh , s abiteboul , r goldman , d quass , j widom",sigmod record,1997,lore : a lightweight object repository for semistructured data,d quass,"proceedings of the 1996 acm sigmod international conference & hellip ; ,",1996.0
17044,2565,24625,0,an introduction to deductive database languages and systems,"k ramamohanarao , j harland",vldb j.,1994,an introduction to system reliability analysis,"rn shaw , ide videlo","bt technology journal ,",1993.0
17045,1329,21223,0,beyond market baskets : generalizing association rules to correlations,"s brin , r motwani , c silverstein",sigmod conference,1997,mining generalized association rules in large relational tables,"r sirkant , r agrawal","proc . of acm sigmod conf . on management data ,",None
17046,304,26578,0,gigascope : a stream database for network applications,"c cranor , t johnson , o spatscheck , v shkapenyuk",sigmod conference,2003,tribeca : a stream database manager for network traffic analysis,m sullivan,"proceedings of the international conference on very large & hellip ; ,",1996.0
17047,732,16381,1,locally adaptive dimensionality reduction for indexing large time series databases,"e keogh , k chakrabarti , s mehrotra , m pazzani",sigmod conference,2001,mehrotra . 2001 . locally adaptive dimensionality reduction for indexing large time series databases,"e keogh , k chakrabarti , m pazzani",proceedings of 2001 acm sigmod international conference on,None
17048,6,43919,0,procedures in object-oriented query languages,"k subieta , y kambayashi , j leszczylowski",vldb,1995,queries and query processing in object-oriented database systems,"dd straube , mt ã?zsu","acm transactions on information systems ( tois ) ,",1990.0
17049,2220,35750,0,foundations of preferences in database systems,w kieпling,vldb,2002,rules in database systems ( rids-95 ),t sellis,None,1995.0
17050,942,11384,0,locally adaptive dimensionality reduction for indexing large time series databases,"k chakrabarti , e keogh , s mehrotra , m pazzani",acm trans . database syst .,2002,local dimensionality reduction : a new approach to indexing high dimensional databases,"k chakrabarti , s mehrotra",proc . 26th int . conf . very large,None
17051,752,48867,1,new standard for stored procedures in sql,a eisenberg,sigmod record,1996,ã cents â ? ¬ new standard for stored procedures in sqlã cents â ? ¬ â ? cents,a eisenberg,"sigmod record ( acm special interest group on management of & hellip ; ,",None
17052,406,44674,0,xquery : a query language for xml,None,None,2003,xirql : a query language for information retrieval,"n fuhr , k grossjohann",proceedings of the 24th annual international conference on,None
17053,546,38219,0,mining long sequential patterns in a noisy environment,"j yang , w wang , p yu , j han",sigmod conference,2002,mining sequential patterns research [ m ],"r agrawal , r srikant","california : ibm almaden research center ,",None
17054,1429,62474,0,optimizing queries over multimedia repositories,"s chaudhuri , l gravano",sigmod conference,1996,optimizing queries across diverse sources,"l haas , d kossmann , e wimmers , j yan","& hellip ; of the 23rd vldb conference , athens , greece",None
17055,1288,18752,0,scalable parallel data mining for association rules,"e han , g karypis , v kumar",sigmod conference,1997,mining generfized association rules,"r srikant , r agrawal","proc . 1995 int . conf . very large data bases , zrich ,",None
17056,2558,21571,0,"title , foreword",None,None,1994,foreword,"he schaefer , r wã 1/4 rschum , h gleiter , t tsakalakos",None,None
17057,2485,56846,0,checking the temporal integrity of interactive multimedia documents,"i mirbel , b pernici , t sellis , s tserkezoglou , m vazirgiannis",vldb j.,2000,madeus : an authoring environment for interactive multimedia documents,"m jourdan , n layaida",None,None
17058,661,25469,0,editor 's notes,j widom,sigmod record,1996,editor 's notes,sm richardson,"new directions for teaching and learning ,",1999.0
17059,2443,42797,0,editorial,None,None,2002,editorial,"pj sheppard , gr walker","bt technology journal ,",1997.0
17060,1376,43341,0,the evolution of the web and implications for an incremental crawler,"j cho , h garcia-molina",vldb,2000,the ecology of the new world fig-parasitizing wasps idarnes and implications for the evolution of,"sa west , ea herre","proceedings : biological sciences ,",1994.0
17061,1105,20657,0,database systems management and oracle8,c doherty,sigmod conference,1998,grid data management systems & services,"a jagatheesan , r moore","proceedings of the international conference on very large & hellip ; ,",2003.0
17062,1826,51769,0,the design and implementation of a sequence database system,"p seshadri , m livny , r ramakrishnan",vldb,1996,the implementation and performance of compressed databases,"t westmann , d kossmann , s helmer , g moerkotte","sigmod record ,",2000.0
17063,1409,27745,1,the dangers of replication and a solution,"j gray , p helland , p o'neil , d shasha",sigmod conference,1996,the dangers of replication and a solution,"j gray , p helland","sigmod conference ,",1996.0
17064,1592,3765,0,optimal histograms with quality guarantees,"h jagadish , n koudas , s muthukrishnan , v poosala , k sevcik , t suel",vldb,1998,workflow management with service quality guarantees,m gillmann,None,None
17065,1096,26575,0,dynamic update cube for range-sum queries,"s chun , c chung , j lee , s lee",vldb,2001,hierarchical prex cubes for range-sum queries,"cy chan , ye ioannidis",proceedings of the 25th international conference on very,None
17066,539,11229,1,holistic twig joins : optimal xml pattern matching,"n bruno , n koudas , d srivastava",sigmod conference,2002,andd . srivastava . holistictwigjoins : optimalxmlpatternmatching,"n bruno , n koudas",proc . of the acm sigmod int . conf . on management of,None
17067,1200,19184,0,query unnesting in object-oriented databases,l fegaras,sigmod conference,1998,oql-an object-oriented query language,"am alashqur , syw su , h lam","proc . of the intâ ?? l conf . on vldb ,",None
17068,1150,57048,0,caching multidimensional queries using chunks,"p deshpande , k ramasamy , a shukla , j naughton",sigmod conference,1998,notes on searching in multidimensional arrays,"a aggarwal , j park",proc . 29th ann . ieee symposium on found . comp .,None
17069,5,41920,0,schema and database evolution in the o2 object database system,"f ferrandina , t meyer , r zicari , g ferran , j madec",vldb,1995,the o 2 object-oriented database system,f bancilhon,proceedings of the 1992 acm sigmod-international conference,None
17070,284,59481,0,"proceedings of the 2003 acm sigmod international conference on management of data , san diego , california , usa , june 9-12 , 2003",None,None,2003,"shoring up persistent applications , acm sigmod international conference on management of data","mj carey , dj dewitt , mj franklinâ ? ¦","minneapolis , minnesota . may ,",None
17071,1706,53098,0,dataguides : enabling query formulation and optimization in semistructured databases,"r goldman , j widom",vldb,1997,interactive query formulation in semistructured databases,a trigoni,None,None
17072,277,19091,0,a system for watermarking relational databases,"r agrawal , p haas , j kiernan",sigmod conference,2003,a normal form for relational databases that is based on domains and keys,r fagin,"acm transactions on database systems ,",1981.0
